id,name.local,name.en,name.slug,code.id,children_count.barangay,geo.lat,geo.lon
072201,Alcantara,Alcantara,alcantara-072201,072201,9,12.267,122.05
072202,Alcoy,Alcoy,alcoy-072202,072202,8,9.68,123.5
072203,Alegria,Alegria,alegria-072203,072203,9,9.467,125.583
072204,Aloguinsan,Aloguinsan,aloguinsan-072204,072204,15,10.22,123.55
072205,Argao,Argao,argao-072205,072205,45,9.88,123.6
072206,Asturias,Asturias,asturias-072206,072206,27,10.57,123.72
072207,Badian,Badian,badian-072207,072207,29,9.87,123.4
072208,Balamban,Balamban,balamban-072208,072208,28,10.5,123.72
072209,Bantayan,Bantayan,bantayan-072209,072209,25,11.17,123.72
072210,Barili,Barili,barili-072210,072210,42,10.12,123.52
072211,Bogo,Bogo,bogo-072211,072211,29,11.03,124
072212,Boljoon,Boljoon,boljoon-072212,072212,11,9.63,123.48
072213,Borbon,Borbon,borbon-072213,072213,19,10.83,124.03
072214,Carcar,Carcar,carcar-072214,072214,15,10.1,123.63
072215,Carmen,Carmen,carmen-072215,072215,21,9.217,125.967
072216,Catmon,Catmon,catmon-072216,072216,20,14.8271,120.9915
072217,Cebu City,Cebu City,cebu-city-072217,072217,80,11.1377,123.3847
072218,Compostela,Compostela,compostela-072218,072218,17,7.667,126.083
072219,Consolacion,Consolacion,consolacion-072219,072219,21,9.8761,126.0956
072220,Cordova,Cordova,cordova-072220,072220,13,10.25,123.95
072221,Daanbantayan,Daanbantayan,daanbantayan-072221,072221,20,11.25,124
072222,Dalaguete,Dalaguete,dalaguete-072222,072222,33,9.77,123.53
072223,Danao City,Danao City,danao-city-072223,072223,42,10.52,124.03
072224,Dumanjug,Dumanjug,dumanjug-072224,072224,37,10.05,123.43
072225,Ginatilan,Ginatilan,ginatilan-072225,072225,14,9.6,123.35
072226,Lapu-lapu City (Opon),Lapu-lapu City (Opon),lapu-lapu-city-opon-072226,072226,30,10.9645,123.4686
072227,Liloan,Liloan,liloan-072227,072227,14,8.0533,123.5638
072228,Madridejos,Madridejos,madridejos-072228,072228,14,11.27,123.73
072229,Malabuyoc,Malabuyoc,malabuyoc-072229,072229,14,9.65,123.33
072230,Mandaue City,Mandaue City,mandaue-city-072230,072230,27,11.1188,123.2764
072231,Medellin,Medellin,medellin-072231,072231,19,11.13,123.97
072232,Minglanilla,Minglanilla,minglanilla-072232,072232,19,10.25,123.78
072233,Moalboal,Moalboal,moalboal-072233,072233,15,9.95,123.4
072234,Naga,Naga,naga-072234,072234,28,7.833,122.7
072235,Oslob,Oslob,oslob-072235,072235,21,9.55,123.4
072236,Pilar,Pilar,pilar-072236,072236,13,9.867,126.1
072237,Pinamungahan,Pinamungahan,pinamungahan-072237,072237,26,10.27,123.58
072238,Poro,Poro,poro-072238,072238,17,10.63,124.42
072239,Ronda,Ronda,ronda-072239,072239,14,10,123.4
072240,Samboan,Samboan,samboan-072240,072240,15,9.53,123.3
072241,San Fernando,San Fernando,san-fernando-072241,072241,21,16.7847,121.7181
072242,San Francisco,San Francisco,san-francisco-072242,072242,15,9.733,125.417
072243,San Remigio,San Remigio,san-remigio-072243,072243,27,11.05,123.98
072244,Santa Fe,Santa Fe,santa-fe-072244,072244,10,9.3369,125.9433
072245,Santander,Santander,santander-072245,072245,10,9.45,123.33
072246,Sibonga,Sibonga,sibonga-072246,072246,25,10.03,123.57
072247,Sogod,Sogod,sogod-072247,072247,18,10.383,124.983
072248,Tabogon,Tabogon,tabogon-072248,072248,25,10.93,124.03
072249,Tabuelan,Tabuelan,tabuelan-072249,072249,12,10.82,123.87
072250,Talisay,Talisay,talisay-072250,072250,22,14.133,122.917
072251,Toledo City,Toledo City,toledo-city-072251,072251,38,10.38,123.65
072252,Tuburan,Tuburan,tuburan-072252,072252,54,10.9667,122.4833
072253,Tudela,Tudela,tudela-072253,072253,11,8.25,123.833
