id,name.local,name.en,name.slug,code.id,children_count.barangay,geo.lat,geo.lon
021501,Abulug,Abulug,abulug-021501,021501,20,18.45,121.45
021502,Alcala,Alcala,alcala-021502,021502,25,17.9,121.65
021503,Allacapan,Allacapan,allacapan-021503,021503,27,18.25,121.583
021504,Amulung,Amulung,amulung-021504,021504,47,17.833,121.733
021505,Aparri,Aparri,aparri-021505,021505,42,18.333,121.667
021506,Baggao,Baggao,baggao-021506,021506,48,17.917,121.967
021507,Ballesteros,Ballesteros,ballesteros-021507,021507,19,18.4,121.517
021508,Buguey,Buguey,buguey-021508,021508,30,18.283,121.833
021509,Calayan,Calayan,calayan-021509,021509,12,19.267,121.483
021510,Camalaniugan,Camalaniugan,camalaniugan-021510,021510,28,18.27444,121.67361
021511,Claveria,Claveria,claveria-021511,021511,41,18.6075,121.085
021512,Enrile,Enrile,enrile-021512,021512,22,17.55,121.7
021513,Gattaran,Gattaran,gattaran-021513,021513,50,18.067,121.65
021514,Gonzaga,Gonzaga,gonzaga-021514,021514,25,18.267,122
021515,Iguig,Iguig,iguig-021515,021515,23,17.75,121.733
021516,Lal-Lo,Lal-Lo,lal-lo-021516,021516,35,18.2,121.667
021517,Lasam,Lasam,lasam-021517,021517,30,18.067,121.6
021518,Pamplona,Pamplona,pamplona-021518,021518,18,18.45,121.34167
021519,Peñablanca,Peñablanca,peablanca-021519,021519,24,17.633,121.783
021520,Piat,Piat,piat-021520,021520,18,17.79111,121.47611
021521,Rizal,Rizal,rizal-021521,021521,29,17.85,121.35
021522,Sanchez-Mira,Sanchez-Mira,sanchez-mira-021522,021522,18,18.567,121.233
021523,Santa Ana,Santa Ana,santa-ana-021523,021523,16,18.467,122.15
021524,Santa Praxedes,Santa Praxedes,santa-praxedes-021524,021524,10,18.567,121
021525,Santa Teresita,Santa Teresita,santa-teresita-021525,021525,13,18.25,121.883
021526,Santo Niño (Faire),Santo Niño (Faire),santo-nio-faire-021526,021526,31,17.883,121.567
021527,Solana,Solana,solana-021527,021527,38,17.655,121.68889
021528,Tuao,Tuao,tuao-021528,021528,32,17.733,121.45
021529,Tuguegarao City,Tuguegarao City,tuguegarao-city-021529,021529,49,17.617,121.717
