id,name.local,name.en,name.slug,code.id,children_count.barangay,geo.lat,geo.lon
101301,Baungon,Baungon,baungon-101301,101301,16,8.25,124.717
101322,Cabanglasan,Cabanglasan,cabanglasan-101322,101322,15,8.067,125.317
101302,Damulog,Damulog,damulog-101302,101302,17,7.483,124.933
101303,Dangcagan,Dangcagan,dangcagan-101303,101303,14,7.617,125
101304,Don Carlos,Don Carlos,don-carlos-101304,101304,29,7.683,125
101305,Impasug-Ong,Impasug-Ong,impasug-ong-101305,101305,13,8.3,125
101306,Kadingilan,Kadingilan,kadingilan-101306,101306,17,7.6,124.917
101307,Kalilangan,Kalilangan,kalilangan-101307,101307,14,7.75,124.75
101308,Kibawe,Kibawe,kibawe-101308,101308,23,7.567,124.983
101309,Kitaotao,Kitaotao,kitaotao-101309,101309,35,7.633,125.017
101310,Lantapan,Lantapan,lantapan-101310,101310,14,8.05,124.983
101311,Libona,Libona,libona-101311,101311,14,8.333,124.733
101312,Malaybalay,Malaybalay,malaybalay-101312,101312,46,8.15,125.133
101313,Malitbog,Malitbog,malitbog-101313,101313,11,8.533,124.883
101314,Manolo Fortich,Manolo Fortich,manolo-fortich-101314,101314,22,8.367,124.867
101315,Maramag,Maramag,maramag-101315,101315,20,7.767,125
101316,Pangantucan,Pangantucan,pangantucan-101316,101316,19,7.833,124.833
101317,Quezon,Quezon,quezon-101317,101317,31,7.733,125.1
101318,San Fernando,San Fernando,san-fernando-101318,101318,24,7.917,125.333
101319,Sumilao,Sumilao,sumilao-101319,101319,10,8.283,124.95
101320,Talakag,Talakag,talakag-101320,101320,29,8.233,124.6
101321,Valencia,Valencia,valencia-101321,101321,31,9.283,123.25
