id,name.local,name.en,name.slug,code.id,children_count.barangay,geo.lat,geo.lon
175901,Alcantara,Alcantara,alcantara-175901,175901,12,12.267,122.05
175902,Banton,Banton,banton-175902,175902,17,12.95,122.08
175903,Cajidiocan,Cajidiocan,cajidiocan-175903,175903,14,12.367,122.683
175904,Calatrava,Calatrava,calatrava-175904,175904,7,12.617,122.067
175905,Concepcion,Concepcion,concepcion-175905,175905,9,12.925,121.7083
175906,Corcuera,Corcuera,corcuera-175906,175906,15,12.8,122.05
175916,Ferrol,Ferrol,ferrol-175916,175916,6,12.333,121.95
175907,Looc,Looc,looc-175907,175907,12,12.267,122
175908,Magdiwang,Magdiwang,magdiwang-175908,175908,9,12.483,122.517
175909,Odiongan,Odiongan,odiongan-175909,175909,25,12.4,122
175910,Romblon,Romblon,romblon-175910,175910,31,12.567,122.267
175911,San Agustin,San Agustin,san-agustin-175911,175911,15,15.9843,121.0707
175912,San Andres,San Andres,san-andres-175912,175912,13,12.517,122.017
175913,San Fernando,San Fernando,san-fernando-175913,175913,12,12.317,122.6
175914,San Jose,San Jose,san-jose-175914,175914,5,12.067,121.933
175915,Santa Fe,Santa Fe,santa-fe-175915,175915,11,12.15,122
175917,Santa Maria (Imelda),Santa Maria (Imelda),santa-maria-imelda-175917,175917,6,7.617,122.95
