id,name.local,name.en,name.slug,code.id,children_count.barangay,geo.lat,geo.lon
098301,Alicia,Alicia,alicia-098301,098301,27,7.50833,122.94167
098302,Buug,Buug,buug-098302,098302,27,7.733,123.067
098303,Diplahan,Diplahan,diplahan-098303,098303,22,7.717,123.017
098304,Imelda,Imelda,imelda-098304,098304,18,7.617,122.95
098305,Ipil,Ipil,ipil-098305,098305,28,7.783,122.583
098306,Kabasalan,Kabasalan,kabasalan-098306,098306,29,7.817,122.817
098307,Mabuhay,Mabuhay,mabuhay-098307,098307,18,7.417,122.9
098308,Malangas,Malangas,malangas-098308,098308,25,7.617,123
098309,Naga,Naga,naga-098309,098309,23,7.833,122.7
098310,Olutanga,Olutanga,olutanga-098310,098310,19,7.333,122.833
098311,Payao,Payao,payao-098311,098311,29,7.583,122.85
098312,Roseller Lim,Roseller Lim,roseller-lim-098312,098312,26,7.7,122.467
098313,Siay,Siay,siay-098313,098313,29,7.717,122.883
098314,Talusan,Talusan,talusan-098314,098314,14,7.333,122.883
098315,Titay,Titay,titay-098315,098315,30,7.85,122.55
098316,Tungawan,Tungawan,tungawan-098316,098316,25,7.5,122.367
