id,name.local,name.en,name.slug,code.id,children_count.barangay,geo.lat,geo.lon
074601,Amlan (Ayuquitan),Amlan (Ayuquitan),amlan-ayuquitan-074601,074601,8,9.45,123.233
074602,Ayungon,Ayungon,ayungon-074602,074602,24,9.85,123.133
074603,Bacong,Bacong,bacong-074603,074603,22,9.25,123.283
074604,Bais City,Bais City,bais-city-074604,074604,35,9.583,123.117
074605,Basay,Basay,basay-074605,074605,10,9.417,122.633
074606,Bayawan (Tulong),Bayawan (Tulong),bayawan-tulong-074606,074606,28,9.367,122.8
074607,Bindoy (Payabon),Bindoy (Payabon),bindoy-payabon-074607,074607,22,9.767,123.133
074608,Canlaon City,Canlaon City,canlaon-city-074608,074608,12,10.383,123.2
074609,Dauin,Dauin,dauin-074609,074609,23,9.2,123.267
074610,Dumaguete City,Dumaguete City,dumaguete-city-074610,074610,30,9.317,123.3
074611,Guihulngan,Guihulngan,guihulngan-074611,074611,33,10.117,123.267
074612,Jimalalud,Jimalalud,jimalalud-074612,074612,28,9.983,123.2
074613,La Libertad,La Libertad,la-libertad-074613,074613,29,10.033,123.217
074614,Mabinay,Mabinay,mabinay-074614,074614,32,9.733,122.917
074615,Manjuyod,Manjuyod,manjuyod-074615,074615,27,9.683,123.15
074616,Pamplona,Pamplona,pamplona-074616,074616,16,9.467,123.117
074617,San Jose,San Jose,san-jose-074617,074617,14,9.417,123.233
074618,Santa Catalina,Santa Catalina,santa-catalina-074618,074618,22,9.333,122.867
074619,Siaton,Siaton,siaton-074619,074619,26,9.067,123.033
074620,Sibulan,Sibulan,sibulan-074620,074620,15,9.35,123.283
074621,Tanjay,Tanjay,tanjay-074621,074621,24,9.517,123.1583
074622,Tayasan,Tayasan,tayasan-074622,074622,28,9.917,123.15
074623,Valencia (Luzurriaga),Valencia (Luzurriaga),valencia-luzurriaga-074623,074623,24,9.283,123.25
074624,Vallehermoso,Vallehermoso,vallehermoso-074624,074624,15,10.333,123.317
074625,Zamboanguita,Zamboanguita,zamboanguita-074625,074625,10,9.117,123.2
