id,name.local,name.en,name.slug,code.id,children_count.barangay,geo.lat,geo.lon
063001,Ajuy,Ajuy,ajuy-063001,063001,34,11.167,123.017
063002,Alimodian,Alimodian,alimodian-063002,063002,51,10.817,122.433
063003,Anilao,Anilao,anilao-063003,063003,21,11,122.717
063004,Badiangan,Badiangan,badiangan-063004,063004,31,11.5724,122.3118
063005,Balasan,Balasan,balasan-063005,063005,23,11.467,123.083
063006,Banate,Banate,banate-063006,063006,18,11.05,122.783
063007,Barotac Nuevo,Barotac Nuevo,barotac-nuevo-063007,063007,29,10.9,122.7
063008,Barotac Viejo,Barotac Viejo,barotac-viejo-063008,063008,26,11.05,122.85
063009,Batad,Batad,batad-063009,063009,24,11.417,123.117
063010,Bingawan,Bingawan,bingawan-063010,063010,14,11.233,122.567
063012,Cabatuan,Cabatuan,cabatuan-063012,063012,68,16.95889,121.66917
063013,Calinog,Calinog,calinog-063013,063013,59,11.133,122.5
063014,Carles,Carles,carles-063014,063014,33,11.567,123.133
063015,Concepcion,Concepcion,concepcion-063015,063015,25,6.4541,124.8801
063016,Dingle,Dingle,dingle-063016,063016,33,11.05,122.667
063017,Dueñas,Dueñas,dueas-063017,063017,47,11.067,122.617
063018,Dumangas,Dumangas,dumangas-063018,063018,45,10.833,122.717
063019,Estancia,Estancia,estancia-063019,063019,25,11.45,123.15
063020,Guimbal,Guimbal,guimbal-063020,063020,33,10.667,122.317
063021,Igbaras,Igbaras,igbaras-063021,063021,46,10.717,122.267
063022,Iloilo City,Iloilo City,iloilo-city-063022,063022,180,11.6166,122.5413
063023,Janiuay,Janiuay,janiuay-063023,063023,60,10.95,122.5
063025,Lambunao,Lambunao,lambunao-063025,063025,73,11.05,122.483
063026,Leganes,Leganes,leganes-063026,063026,18,10.783,122.583
063027,Lemery,Lemery,lemery-063027,063027,31,11.233,122.933
063028,Leon,Leon,leon-063028,063028,85,10.783,122.383
063029,Maasin,Maasin,maasin-063029,063029,50,10.883,122.433
063030,Miagao,Miagao,miagao-063030,063030,119,10.65,122.233
063031,Mina,Mina,mina-063031,063031,22,10.933,122.583
063032,New Lucena,New Lucena,new-lucena-063032,063032,21,10.883,122.6
063034,Oton,Oton,oton-063034,063034,37,10.7,122.467
063035,Passi,Passi,passi-063035,063035,51,10.7167,122.2667
063036,Pavia,Pavia,pavia-063036,063036,18,10.775,122.54194
063037,Pototan,Pototan,pototan-063037,063037,50,10.95,122.633
063038,San Dionisio,San Dionisio,san-dionisio-063038,063038,29,11.267,123.083
063039,San Enrique,San Enrique,san-enrique-063039,063039,28,10.417,122.85
063040,San Joaquin,San Joaquin,san-joaquin-063040,063040,85,15.6,120.9167
063041,San Miguel,San Miguel,san-miguel-063041,063041,24,7.65,123.267
063042,San Rafael,San Rafael,san-rafael-063042,063042,9,11.167,122.833
063043,Santa Barbara,Santa Barbara,santa-barbara-063043,063043,60,16.00306,120.40083
063044,Sara,Sara,sara-063044,063044,42,11.25,123.017
063045,Tigbauan,Tigbauan,tigbauan-063045,063045,52,10.717,122.383
063046,Tubungan,Tubungan,tubungan-063046,063046,48,10.783,122.3
063047,Zarraga,Zarraga,zarraga-063047,063047,24,10.817,122.6
