id,name.local,name.en,name.slug,code.id,children_count.barangay,geo.lat,geo.lon
150708,Akbar,Akbar,akbar-150708,150708,9,6.65,122.217
150709,Al-Barka,Al-Barka,al-barka-150709,150709,16,6.467,122.183
150710,Hadji Mohammad Ajul,Hadji Mohammad Ajul,hadji-mohammad-ajul-150710,150710,11,6.617,122.3
150712,Hadji Muhtamad,Hadji Muhtamad,hadji-muhtamad-150712,150712,10,6.633,121.617
150702,Lamitan,Lamitan,lamitan-150702,150702,45,6.65,122.133
150703,Lantawan,Lantawan,lantawan-150703,150703,25,6.65,121.867
150704,Maluso,Maluso,maluso-150704,150704,20,6.55,121.883
150705,Sumisip,Sumisip,sumisip-150705,150705,29,6.417,121.983
150713,Tabuan-Lasa,Tabuan-Lasa,tabuan-lasa-150713,150713,12,6.35,121.967
150706,Tipo-Tipo,Tipo-Tipo,tipo-tipo-150706,150706,11,6.533,122.167
150707,Tuburan,Tuburan,tuburan-150707,150707,10,6.6,122.2
150711,Ungkaya Pukan,Ungkaya Pukan,ungkaya-pukan-150711,150711,12,6.5,122.117
