id,name.local,name.en,name.slug,code.id,children_count.barangay,geo.lat,geo.lon
045801,Angono,Angono,angono-045801,045801,10,14.533,121.15
045802,Antipolo,Antipolo,antipolo-045802,045802,16,14.583,121.167
045803,Baras,Baras,baras-045803,045803,10,14.517,121.267
045804,Binangonan,Binangonan,binangonan-045804,045804,40,14.45139,121.19194
045805,Cainta,Cainta,cainta-045805,045805,7,14.567,121.117
045806,Cardona,Cardona,cardona-045806,045806,18,14.48611,121.22889
045807,Jala-Jala,Jala-Jala,jala-jala-045807,045807,11,14.35306,121.32222
045809,Morong,Morong,morong-045809,045809,8,14.51194,121.23889
045810,Pililla,Pililla,pililla-045810,045810,9,14.483,121.3
045808,Rodriguez (Montalban),Rodriguez (Montalban),rodriguez-montalban-045808,045808,11,14.717,121.117
045811,San Mateo,San Mateo,san-mateo-045811,045811,15,14.717,121.117
045812,Tanay,Tanay,tanay-045812,045812,19,14.5,121.283
045813,Taytay,Taytay,taytay-045813,045813,5,14.567,121.133
045814,Teresa,Teresa,teresa-045814,045814,9,14.567,121.2
