id,name.local,name.en,name.slug,code.id,children_count.barangay,geo.lat,geo.lon
052001,Bagamanoc,Bagamanoc,bagamanoc-052001,052001,18,13.933,124.283
052002,Baras,Baras,baras-052002,052002,29,13.667,124.367
052003,Bato,Bato,bato-052003,052003,27,13.6,124.3
052004,Caramoran,Caramoran,caramoran-052004,052004,27,13.983,124.133
052005,Gigmoto,Gigmoto,gigmoto-052005,052005,9,13.783,124.383
052006,Pandan,Pandan,pandan-052006,052006,26,14.05,124.167
052007,Panganiban (Payo),Panganiban (Payo),panganiban-payo-052007,052007,23,13.9,124.3
052008,San Andres (Calolbon),San Andres (Calolbon),san-andres-calolbon-052008,052008,38,13.6,124.1
052009,San Miguel,San Miguel,san-miguel-052009,052009,24,13.633,124.3
052010,Viga,Viga,viga-052010,052010,31,13.867,124.3
052011,Virac,Virac,virac-052011,052011,63,13.583,124.233
