id,name.local,name.en,name.slug,code.id,children_count.municipality,children_count.barangay,geo.lat,geo.lon
060400,Aklan,Aklan,aklan-060400,060400,17,327,11.7974,122.2374
060600,Antique,Antique,antique-060600,060600,18,590,11.2709,122.1031
061900,Capiz,Capiz,capiz-061900,061900,17,473,11.5026,122.707
067900,Guimaras,Guimaras,guimaras-067900,067900,5,98,11.0238,122.5175
063000,Iloilo,Iloilo,iloilo-063000,063000,44,1901,11.5826,122.5502
064500,Negros Occidental,Negros Occidental,negros-occidental-064500,064500,32,662,12.3647,122.4029
