id,name.local,name.en,name.slug,code.id,children_count.municipality,children_count.barangay,geo.lat,geo.lon
101300,Bukidnon,Bukidnon,bukidnon-101300,101300,22,464,9.52,124.1066
101800,Camiguin,Camiguin,camiguin-101800,101800,5,58,9.7314,124.328
103500,Lanao del Norte,Lanao del Norte,lanao-del-norte-103500,103500,23,506,9.2256,123.6301
104200,Misamis Occidental,Misamis Occidental,misamis-occidental-104200,104200,17,490,9.5248,123.4772
104300,Misamis Oriental,Misamis Oriental,misamis-oriental-104300,104300,26,504,11.1615,123.2441
