id,name.local,name.en,name.slug,code.id,children_count.barangay,geo.lat,geo.lon
060601,Anini-Y,Anini-Y,anini-y-060601,060601,23,10.433,121.933
060602,Barbaza,Barbaza,barbaza-060602,060602,39,11.2,122.05
060603,Belison,Belison,belison-060603,060603,11,10.717,122.267
060604,Bugasong,Bugasong,bugasong-060604,060604,27,11.05,122.067
060605,Caluya,Caluya,caluya-060605,060605,18,11.9,121.517
060606,Culasi,Culasi,culasi-060606,060606,44,11.417,122.067
060608,Hamtic,Hamtic,hamtic-060608,060608,47,10.7,121.983
060609,Laua-An,Laua-An,laua-an-060609,060609,40,11.15,122.05
060610,Libertad,Libertad,libertad-060610,060610,19,11.783,121.917
060611,Pandan,Pandan,pandan-060611,060611,34,11.717,122.1
060612,Patnongon,Patnongon,patnongon-060612,060612,36,10.917,121.983
060613,San Jose,San Jose,san-jose-060613,060613,28,10.75,121.95
060614,San Remigio,San Remigio,san-remigio-060614,060614,45,10.88,122.12
060615,Sebaste,Sebaste,sebaste-060615,060615,10,11.583,122.1
060616,Sibalom,Sibalom,sibalom-060616,060616,76,10.783,122.017
060617,Tibiao,Tibiao,tibiao-060617,060617,21,11.283,122.05
060607,Tobias Fornier (Dao),Tobias Fornier (Dao),tobias-fornier-dao-060607,060607,50,11.4,122.683
060618,Valderrama,Valderrama,valderrama-060618,060618,22,11,122.133
