id,name.local,name.en,name.slug,code.id,children_count.barangay,geo.lat,geo.lon
141101,Atok,Atok,atok-141101,141101,8,16.58333,120.7
141102,Baguio City,Baguio City,baguio-city-141102,141102,129,15.2755,121.2066
141103,Bakun,Bakun,bakun-141103,141103,7,16.7922,120.6653
141104,Bokod,Bokod,bokod-141104,141104,10,16.5,120.833
141105,Buguias,Buguias,buguias-141105,141105,14,16.72306,120.82806
141106,Itogon,Itogon,itogon-141106,141106,9,16.367,120.683
141107,Kabayan,Kabayan,kabayan-141107,141107,13,16.617,120.85
141108,Kapangan,Kapangan,kapangan-141108,141108,15,16.583,120.6
141109,Kibungan,Kibungan,kibungan-141109,141109,7,16.7,120.667
141110,La Trinidad,La Trinidad,la-trinidad-141110,141110,16,16.45,120.567
141111,Mankayan,Mankayan,mankayan-141111,141111,12,16.867,120.783
141112,Sablan,Sablan,sablan-141112,141112,8,16.517,120.517
141113,Tuba,Tuba,tuba-141113,141113,13,16.317,120.55
141114,Tublay,Tublay,tublay-141114,141114,8,16.517,120.617
