id,name.local,name.en,name.slug,code.id,children_count.barangay,geo.lat,geo.lon
153801,Ampatuan,Ampatuan,ampatuan-153801,153801,11,6.867,124.467
153818,Barira,Barira,barira-153818,153818,14,7.483,124.3
153802,Buldon,Buldon,buldon-153802,153802,15,7.517,124.367
153803,Buluan,Buluan,buluan-153803,153803,7,6.86667,124.75
153828,Datu Abdullah Sangki,Datu Abdullah Sangki,datu-abdullah-sangki-153828,153828,10,6.751722,124.491861
153831,Datu Anggal Midtimbang,Datu Anggal Midtimbang,datu-anggal-midtimbang-153831,153831,7,6.93333,124.33333
153830,Datu Blah T. Sinsuat,Datu Blah T. Sinsuat,datu-blah-t-sinsuat-153830,153830,13,6.92278,123.96833
153835,Datu Hoffer Ampatuan,Datu Hoffer Ampatuan,datu-hoffer-ampatuan-153835,153835,11,6.8666694,124.45
153807,Datu Odin Sinsuat (Dinaig),Datu Odin Sinsuat (Dinaig),datu-odin-sinsuat-dinaig-153807,153807,34,7.18889,124.18389
153805,Datu Paglas,Datu Paglas,datu-paglas-153805,153805,23,6.76694,124.85
153806,Datu Piang,Datu Piang,datu-piang-153806,153806,16,7.03333,124.5
153836,Datu Salibo,Datu Salibo,datu-salibo-153836,153836,17,7.0166694,124.5
153826,Datu Saudi-Ampatuan,Datu Saudi-Ampatuan,datu-saudi-ampatuan-153826,153826,8,6.95722,124.44444
153827,Datu Unsay,Datu Unsay,datu-unsay-153827,153827,8,6.92083,124.45333
153819,Gen. S.K. Pendatun,Gen. S.K. Pendatun,gen-sk-pendatun-153819,153819,19,6.9667,124.4833
153825,Guindulungan,Guindulungan,guindulungan-153825,153825,11,6.96583,124.34806
153814,Kabuntalan (Tumbao),Kabuntalan (Tumbao),kabuntalan-tumbao-153814,153814,17,7.11667,124.38333
153820,Mamasapano,Mamasapano,mamasapano-153820,153820,14,6.97194,124.48111
153832,Mangudadatu,Mangudadatu,mangudadatu-153832,153832,8,6.6875,124.825
153809,Matanog,Matanog,matanog-153809,153809,8,7.467,124.25
153834,Northern Kabuntalan,Northern Kabuntalan,northern-kabuntalan-153834,153834,11,7.13333,124.46667
153822,Pagagawan,Pagagawan,pagagawan-153822,153822,11,7.0833,124.3167
153810,Pagalungan,Pagalungan,pagalungan-153810,153810,12,7.057,124.701
153823,Paglat,Paglat,paglat-153823,153823,8,6.7,124.78333
153833,Pandag,Pandag,pandag-153833,153833,8,6.78333,124.8
153811,Parang,Parang,parang-153811,153811,25,7.33333,124.31667
153829,Rajah Buayan,Rajah Buayan,rajah-buayan-153829,153829,11,6.91083,124.55083
153808,Shariff Aguak (Maganoy),Shariff Aguak (Maganoy),shariff-aguak-maganoy-153808,153808,13,6.86472,124.44167
153837,Shariff Saydona Mustapha,Shariff Saydona Mustapha,shariff-saydona-mustapha-153837,153837,16,6.9666694,124.5
153817,South Upi,South Upi,south-upi-153817,153817,11,6.8548444,124.1443028
153812,Sultan Kudarat (Nuling),Sultan Kudarat (Nuling),sultan-kudarat-nuling-153812,153812,39,7.233,124.25
153824,Sultan Mastura,Sultan Mastura,sultan-mastura-153824,153824,13,7.283,124.3
153813,Sultan Sa Barongis (Lambayong),Sultan Sa Barongis (Lambayong),sultan-sa-barongis-lambayong-153813,153813,12,6.8,124.633
153816,Talayan,Talayan,talayan-153816,153816,15,6.96667,124.41667
153821,Talitay,Talitay,talitay-153821,153821,9,6.99667,124.70528
153815,Upi,Upi,upi-153815,153815,23,7.02889,124.165
