id,name.local,name.en,name.slug,code.id,children_count.barangay,geo.lat,geo.lon
025015,Alfonso Castaneda,Alfonso Castaneda,alfonso-castaneda-025015,025015,6,15.8,121.3
025001,Ambaguio,Ambaguio,ambaguio-025001,025001,8,16.517,121.017
025002,Aritao,Aritao,aritao-025002,025002,22,16.3,121.033
025003,Bagabag,Bagabag,bagabag-025003,025003,17,16.6,121.267
025004,Bambang,Bambang,bambang-025004,025004,25,16.383,121.117
025005,Bayombong,Bayombong,bayombong-025005,025005,25,16.483,121.15
025006,Diadi,Diadi,diadi-025006,025006,19,16.633,121.35
025007,Dupax Del Norte,Dupax Del Norte,dupax-del-norte-025007,025007,15,16.28639,121.09417
025008,Dupax Del Sur,Dupax Del Sur,dupax-del-sur-025008,025008,19,16.283,121.1
025009,Kasibu,Kasibu,kasibu-025009,025009,30,16.317,121.283
025010,Kayapa,Kayapa,kayapa-025010,025010,30,16.417,120.917
025011,Quezon,Quezon,quezon-025011,025011,12,16.5,121.267
025012,Santa Fe,Santa Fe,santa-fe-025012,025012,16,16.16194,120.93889
025013,Solano,Solano,solano-025013,025013,22,16.52389,121.19194
025014,Villaverde,Villaverde,villaverde-025014,025014,9,16.583,121.2
