id,name.local,name.en,name.slug,code.id,children_count.barangay,geo.lat,geo.lon
175101,Abra De Ilog,Abra De Ilog,abra-de-ilog-175101,175101,10,13.45,120.733
175102,Calintaan,Calintaan,calintaan-175102,175102,7,12.57556,120.94278
175103,Looc,Looc,looc-175103,175103,9,13.72167,120.25056
175104,Lubang,Lubang,lubang-175104,175104,16,13.85778,120.12333
175105,Magsaysay,Magsaysay,magsaysay-175105,175105,12,12.333,121.15
175106,Mamburao,Mamburao,mamburao-175106,175106,15,13.217,120.6
175107,Paluan,Paluan,paluan-175107,175107,12,13.417,120.467
175108,Rizal,Rizal,rizal-175108,175108,11,12.467,120.967
175109,Sablayan,Sablayan,sablayan-175109,175109,22,12.817,120.767
175110,San Jose,San Jose,san-jose-175110,175110,38,12.35,121.067
175111,Santa Cruz,Santa Cruz,santa-cruz-175111,175111,11,13.117,120.85
