id,name.local,name.en,name.slug,code.id,children_count.barangay,geo.lat,geo.lon
160201,Buenavista,Buenavista,buenavista-160201,160201,25,13.1263,120.6918
160202,Butuan City,Butuan City,butuan-city-160202,160202,86,10.7891,123.9179
160203,Cabadbaran,Cabadbaran,cabadbaran-160203,160203,31,9.117,125.533
160204,Carmen,Carmen,carmen-160204,160204,8,9.217,125.967
160205,Jabonga,Jabonga,jabonga-160205,160205,15,9.35,125.517
160206,Kitcharao,Kitcharao,kitcharao-160206,160206,11,9.45,125.567
160207,Las Nieves,Las Nieves,las-nieves-160207,160207,20,8.733,125.6
160208,Magallanes,Magallanes,magallanes-160208,160208,8,12.833,123.85
160209,Nasipit,Nasipit,nasipit-160209,160209,19,8.9333,125.3417
160212,Remedios T. Romualdez,Remedios T. Romualdez,remedios-t-romualdez-160212,160212,8,9.05361,125.58667
160210,Santiago,Santiago,santiago-160210,160210,9,17.3,120.45
160211,Tubay,Tubay,tubay-160211,160211,13,9.167,125.533
