id,name.local,name.en,name.slug,code.id,children_count.barangay,geo.lat,geo.lon
153601,Bacolod-Kalawi (Bacolod Grande),Bacolod-Kalawi (Bacolod Grande),bacolod-kalawi-bacolod-grande-153601,153601,26,7.85,124.133
153602,Balabagan,Balabagan,balabagan-153602,153602,27,7.533,124.117
153603,Balindong (Watu),Balindong (Watu),balindong-watu-153603,153603,38,7.917,124.2
153604,Bayang,Bayang,bayang-153604,153604,49,7.79306,124.19194
153605,Binidayan,Binidayan,binidayan-153605,153605,26,7.8,124.167
153633,Buadiposo-Buntong,Buadiposo-Buntong,buadiposo-buntong-153633,153633,33,7.967,124.383
153606,Bubong,Bubong,bubong-153606,153606,36,8.017,124.483
153637,Bumbaran,Bumbaran,bumbaran-153637,153637,17,7.8,124.65
153607,Butig,Butig,butig-153607,153607,16,7.717,124.3
153632,Calanogas,Calanogas,calanogas-153632,153632,17,7.75,124.1
153624,Ditsaan-Ramain,Ditsaan-Ramain,ditsaan-ramain-153624,153624,35,7.967,124.35
153609,Ganassi,Ganassi,ganassi-153609,153609,32,7.833,124.1
153610,Kapai,Kapai,kapai-153610,153610,20,8.083,124.4
153639,Kapatagan,Kapatagan,kapatagan-153639,153639,15,7.45,124.133
153611,Lumba-Bayabao (Maguing),Lumba-Bayabao (Maguing),lumba-bayabao-maguing-153611,153611,38,7.9,124.4
153641,Lumbaca-Unayan,Lumbaca-Unayan,lumbaca-unayan-153641,153641,9,7.767,124.25
153612,Lumbatan,Lumbatan,lumbatan-153612,153612,21,7.783,124.25
153636,Lumbayanague,Lumbayanague,lumbayanague-153636,153636,22,7.783,124.283
153613,Madalum,Madalum,madalum-153613,153613,37,7.85,124.117
153614,Madamba,Madamba,madamba-153614,153614,24,7.883,124.067
153634,Maguing,Maguing,maguing-153634,153634,34,7.9,124.4
153615,Malabang,Malabang,malabang-153615,153615,37,7.583,124.067
153616,Marantao,Marantao,marantao-153616,153616,34,7.95,124.233
153617,Marawi City,Marawi City,marawi-city-153617,153617,96,8,124.3
153631,Marogong,Marogong,marogong-153631,153631,24,7.667,124.15
153618,Masiu,Masiu,masiu-153618,153618,35,7.817,124.317
153619,Mulondo,Mulondo,mulondo-153619,153619,26,7.933,124.383
153620,Pagayawan (Tatarikan),Pagayawan (Tatarikan),pagayawan-tatarikan-153620,153620,18,7.733,124.117
153621,Piagapo,Piagapo,piagapo-153621,153621,37,8,124.2
153635,Picong (Sultan Gumander),Picong (Sultan Gumander),picong-sultan-gumander-153635,153635,19,7.683,123.95
153622,Poona Bayabao (Gata),Poona Bayabao (Gata),poona-bayabao-gata-153622,153622,25,7.85,124.35
153623,Pualas,Pualas,pualas-153623,153623,23,7.817,124.067
153625,Saguiaran,Saguiaran,saguiaran-153625,153625,30,8.033,124.267
153640,Sultan Dumalondong,Sultan Dumalondong,sultan-dumalondong-153640,153640,7,7.67778,124.26778
153638,Tagoloan Ii,Tagoloan Ii,tagoloan-ii-153638,153638,19,8.10917,124.43917
153626,Tamparan,Tamparan,tamparan-153626,153626,44,7.883,124.333
153627,Taraka,Taraka,taraka-153627,153627,43,7.9,124.35
153628,Tubaran,Tubaran,tubaran-153628,153628,21,7.717,124.167
153629,Tugaya,Tugaya,tugaya-153629,153629,23,7.883,124.167
153630,Wao,Wao,wao-153630,153630,26,7.683,124.683
