id,name.local,name.en,name.slug,code.id,children_count.barangay,geo.lat,geo.lon
175301,Aborlan,Aborlan,aborlan-175301,175301,19,9.433,118.55
175302,Agutaya,Agutaya,agutaya-175302,175302,10,11.15,120.95
175303,Araceli,Araceli,araceli-175303,175303,13,10.333,119.6
175304,Balabac,Balabac,balabac-175304,175304,20,7.983,117.05
175305,Bataraza,Bataraza,bataraza-175305,175305,22,8.667,117.617
175306,Brooke'S Point,Brooke'S Point,brookes-point-175306,175306,18,8.7833,117.8333
175307,Busuanga,Busuanga,busuanga-175307,175307,14,12.167,119.95
175308,Cagayancillo,Cagayancillo,cagayancillo-175308,175308,12,9.48194,121.03611
175309,Coron,Coron,coron-175309,175309,23,12,120.2
175322,Culion,Culion,culion-175322,175322,14,11.83528,119.99333
175310,Cuyo,Cuyo,cuyo-175310,175310,17,10.85,121.017
175311,Dumaran,Dumaran,dumaran-175311,175311,16,10.533,119.767
175312,El Nido (Bacuit),El Nido (Bacuit),el-nido-bacuit-175312,175312,18,11.333,119.683
175321,Kalayaan,Kalayaan,kalayaan-175321,175321,1,11.05,114.283
175313,Linapacan,Linapacan,linapacan-175313,175313,10,11.5,119.867
175314,Magsaysay,Magsaysay,magsaysay-175314,175314,11,10.867,121.05
175315,Narra,Narra,narra-175315,175315,23,9.283,118.417
175316,Puerto Princesa City,Puerto Princesa City,puerto-princesa-city-175316,175316,66,11.4976,120.4556
175317,Quezon,Quezon,quezon-175317,175317,14,16.697,121.6295
175323,Rizal (Marcos),Rizal (Marcos),rizal-marcos-175323,175323,11,18.05,120.683
175318,Roxas,Roxas,roxas-175318,175318,31,10.333,119.333
175319,San Vicente,San Vicente,san-vicente-175319,175319,10,14.3315,121.0832
175324,Sofronio Española,Sofronio Española,sofronio-espaola-175324,175324,9,9.05,118.033
175320,Taytay,Taytay,taytay-175320,175320,31,14.567,121.133
