id,name.local,name.en,name.slug,code.id,children_count.barangay,geo.lat,geo.lon
054101,Aroroy,Aroroy,aroroy-054101,054101,41,12.5,123.4
054102,Baleno,Baleno,baleno-054102,054102,24,12.467,123.483
054103,Balud,Balud,balud-054103,054103,32,12.033,123.2
054104,Batuan,Batuan,batuan-054104,054104,14,12.417,123.767
054105,Cataingan,Cataingan,cataingan-054105,054105,36,12,123.983
054106,Cawayan,Cawayan,cawayan-054106,054106,37,12.033,123.683
054107,Claveria,Claveria,claveria-054107,054107,22,12.9,123.25
054108,Dimasalang,Dimasalang,dimasalang-054108,054108,20,12.183,123.867
054109,Esperanza,Esperanza,esperanza-054109,054109,20,11.733,124.05
054110,Mandaon,Mandaon,mandaon-054110,054110,26,12.233,123.283
054111,Masbate,Masbate,masbate-054111,054111,30,12.17,123.58
054112,Milagros,Milagros,milagros-054112,054112,27,12.233,123.5
054113,Mobo,Mobo,mobo-054113,054113,29,12.333,123.65
054114,Monreal,Monreal,monreal-054114,054114,11,12.633,123.667
054115,Palanas,Palanas,palanas-054115,054115,24,12.15,123.917
054116,Pio V. Corpuz (Limbuhan),Pio V. Corpuz (Limbuhan),pio-v-corpuz-limbuhan-054116,054116,18,11.0667,125.0167
054117,Placer,Placer,placer-054117,054117,35,11.867,123.917
054118,San Fernando,San Fernando,san-fernando-054118,054118,26,12.483,123.75
054119,San Jacinto,San Jacinto,san-jacinto-054119,054119,21,12.567,123.733
054120,San Pascual,San Pascual,san-pascual-054120,054120,22,13.133,122.983
054121,Uson,Uson,uson-054121,054121,35,12.217,123.783
