id,name.local,name.en,name.slug,code.id,children_count.municipality,children_count.barangay,geo.lat,geo.lon
037700,Aurora,Aurora,aurora-037700,037700,8,151,15.5856,121.6739
030800,Bataan,Bataan,bataan-030800,030800,12,237,14.3545,120.7754
031400,Bulacan,Bulacan,bulacan-031400,031400,24,569,14.9087,120.9451
034900,Nueva Ecija,Nueva Ecija,nueva-ecija-034900,034900,32,849,15.3875,121.0165
035400,Pampanga,Pampanga,pampanga-035400,035400,22,538,14.1481,121.3256
036900,Tarlac,Tarlac,tarlac-036900,036900,18,511,15.4437,120.6193
037100,Zambales,Zambales,zambales-037100,037100,14,247,14.5801,120.9012
