id,name.local,name.en,name.slug,code.id,children_count.barangay,geo.lat,geo.lon
013301,Agoo,Agoo,agoo-013301,013301,49,16.325,120.36861
013302,Aringay,Aringay,aringay-013302,013302,24,16.383,120.417
013303,Bacnotan,Bacnotan,bacnotan-013303,013303,47,16.717,120.35
013304,Bagulin,Bagulin,bagulin-013304,013304,10,16.60833,120.43944
013305,Balaoan,Balaoan,balaoan-013305,013305,36,16.817,120.4
013306,Bangar,Bangar,bangar-013306,013306,33,16.89806,120.42306
013307,Bauang,Bauang,bauang-013307,013307,39,16.53083,120.33306
013308,Burgos,Burgos,burgos-013308,013308,12,16.517,120.467
013309,Caba,Caba,caba-013309,013309,17,16.433,120.35
013310,Luna,Luna,luna-013310,013310,40,16.85389,120.38111
013311,Naguilian,Naguilian,naguilian-013311,013311,37,16.533,120.4
013312,Pugo,Pugo,pugo-013312,013312,14,16.283,120.483
013313,Rosario,Rosario,rosario-013313,013313,33,16.23194,120.48806
013314,San Fernando,San Fernando,san-fernando-013314,013314,59,16.7847,121.7181
013315,San Gabriel,San Gabriel,san-gabriel-013315,013315,15,16.675,120.4
013316,San Juan,San Juan,san-juan-013316,013316,41,16.66889,120.34111
013317,Santo Tomas,Santo Tomas,santo-tomas-013317,013317,24,16.26361,120.39389
013318,Santol,Santol,santol-013318,013318,11,16.767,120.45
013319,Sudipen,Sudipen,sudipen-013319,013319,17,16.9,120.45
013320,Tubao,Tubao,tubao-013320,013320,18,16.35,120.417
