id,name.local,name.en,name.slug,code.id,children_count.barangay,geo.lat,geo.lon
037101,Botolan,Botolan,botolan-037101,037101,31,15.283,120.017
037102,Cabangan,Cabangan,cabangan-037102,037102,22,15.133,120.15
037103,Candelaria,Candelaria,candelaria-037103,037103,16,15.633,119.933
037104,Castillejos,Castillejos,castillejos-037104,037104,14,14.933,120.2
037105,Iba,Iba,iba-037105,037105,14,15.333,119.983
037106,Masinloc,Masinloc,masinloc-037106,037106,13,15.533,119.95
037107,Olongapo City,Olongapo City,olongapo-city-037107,037107,17,14.5959,120.8904
037108,Palauig,Palauig,palauig-037108,037108,19,15.433,120.05
037109,San Antonio,San Antonio,san-antonio-037109,037109,14,12.9222,123.7233
037110,San Felipe,San Felipe,san-felipe-037110,037110,11,15.06194,120.07
037111,San Marcelino,San Marcelino,san-marcelino-037111,037111,18,14.967,120.15
037112,San Narciso,San Narciso,san-narciso-037112,037112,17,15.017,120.083
037113,Santa Cruz,Santa Cruz,santa-cruz-037113,037113,25,14.5619,121.0799
037114,Subic,Subic,subic-037114,037114,16,14.9,120.233
