id,name.local,name.en,name.slug,code.id,children_count.barangay,geo.lat,geo.lon
034901,Aliaga,Aliaga,aliaga-034901,034901,26,15.5,120.84389
034902,Bongabon,Bongabon,bongabon-034902,034902,28,15.63111,121.14389
034903,Cabanatuan City,Cabanatuan City,cabanatuan-city-034903,034903,89,15.48,120.97
034904,Cabiao,Cabiao,cabiao-034904,034904,23,15.25,120.85
034905,Carranglan,Carranglan,carranglan-034905,034905,17,15.967,121.067
034906,Cuyapo,Cuyapo,cuyapo-034906,034906,51,15.783,120.667
034907,Gabaldon (Bitulok & Sabani),Gabaldon (Bitulok & Sabani),gabaldon-bitulok-sabani-034907,034907,16,15.533,121.317
034908,Gapan,Gapan,gapan-034908,034908,23,15.283,120.967
034909,General Mamerto Natividad,General Mamerto Natividad,general-mamerto-natividad-034909,034909,20,15.6,121.05
034910,General Tinio (Papaya),General Tinio (Papaya),general-tinio-papaya-034910,034910,13,15.35,121.05
034911,Guimba,Guimba,guimba-034911,034911,64,15.65806,120.76889
034912,Jaen,Jaen,jaen-034912,034912,27,15.333,120.9
034913,Laur,Laur,laur-034913,034913,17,15.583,121.183
034914,Licab,Licab,licab-034914,034914,11,15.55,120.767
034915,Llanera,Llanera,llanera-034915,034915,22,15.667,121.017
034916,Lupao,Lupao,lupao-034916,034916,24,15.883,120.9
034918,Nampicuan,Nampicuan,nampicuan-034918,034918,21,15.733,120.633
034919,Palayan City,Palayan City,palayan-city-034919,034919,19,15.533,121.083
034920,Pantabangan,Pantabangan,pantabangan-034920,034920,14,15.817,121.15
034921,Peñaranda,Peñaranda,pearanda-034921,034921,10,15.35,121
034922,Quezon,Quezon,quezon-034922,034922,16,15.55,120.817
034923,Rizal,Rizal,rizal-034923,034923,26,15.683,121.167
034924,San Antonio,San Antonio,san-antonio-034924,034924,16,15.383,120.8
034925,San Isidro,San Isidro,san-isidro-034925,034925,9,15.267,120.9
034926,San Jose City,San Jose City,san-jose-city-034926,034926,38,15.783,121
034927,San Leonardo,San Leonardo,san-leonardo-034927,034927,15,15.367,120.967
034928,Santa Rosa,Santa Rosa,santa-rosa-034928,034928,33,15.42389,120.93889
034929,Santo Domingo,Santo Domingo,santo-domingo-034929,034929,24,15.583,120.867
034917,Science City Of Muñoz,Science City Of Muñoz,science-city-of-muoz-034917,034917,37,15.717,120.9
034930,Talavera,Talavera,talavera-034930,034930,53,15.583,120.917
034931,Talugtug,Talugtug,talugtug-034931,034931,28,15.77889,120.81111
034932,Zaragoza,Zaragoza,zaragoza-034932,034932,19,15.45306,120.79111
