id,name.local,name.en,name.slug,code.id,children_count.barangay,geo.lat,geo.lon
086001,Almagro,Almagro,almagro-086001,086001,23,11.917,124.283
086002,Basey,Basey,basey-086002,086002,51,11.283,125.067
086003,Calbayog City,Calbayog City,calbayog-city-086003,086003,157,12.07,124.6
086004,Calbiga,Calbiga,calbiga-086004,086004,41,11.633,125.017
086005,Catbalogan,Catbalogan,catbalogan-086005,086005,57,11.783,124.883
086006,Daram,Daram,daram-086006,086006,58,11.633,124.783
086007,Gandara,Gandara,gandara-086007,086007,69,12.017,124.817
086008,Hinabangan,Hinabangan,hinabangan-086008,086008,21,11.7,125.067
086009,Jiabong,Jiabong,jiabong-086009,086009,34,11.767,124.95
086010,Marabut,Marabut,marabut-086010,086010,24,11.117,125.217
086011,Matuguinao,Matuguinao,matuguinao-086011,086011,20,12.15,124.883
086012,Motiong,Motiong,motiong-086012,086012,30,11.783,125
086026,Pagsanghan,Pagsanghan,pagsanghan-086026,086026,13,11.967,124.8
086022,Paranas (Wright),Paranas (Wright),paranas-wright-086022,086022,44,11.85,125.117
086013,Pinabacdao,Pinabacdao,pinabacdao-086013,086013,24,11.617,124.983
086025,San Jorge,San Jorge,san-jorge-086025,086025,41,11.983,124.817
086014,San Jose De Buan,San Jose De Buan,san-jose-de-buan-086014,086014,14,12.05,125.07
086015,San Sebastian,San Sebastian,san-sebastian-086015,086015,14,15.4724,120.5893
086016,Santa Margarita,Santa Margarita,santa-margarita-086016,086016,36,12.033,124.667
086017,Santa Rita,Santa Rita,santa-rita-086017,086017,38,11.467,124.95
086018,Santo Niño,Santo Niño,santo-nio-086018,086018,13,6.433,124.683
086024,Tagapul-An,Tagapul-An,tagapul-an-086024,086024,14,12.05,124.15
086019,Talalora,Talalora,talalora-086019,086019,11,11.517,124.85
086020,Tarangnan,Tarangnan,tarangnan-086020,086020,41,11.9,124.75
086021,Villareal,Villareal,villareal-086021,086021,38,11.567,124.933
086023,Zumarraga,Zumarraga,zumarraga-086023,086023,25,11.633,124.85
