id,name.local,name.en,name.slug,code.id,children_count.barangay,geo.lat,geo.lon
012801,Adams,Adams,adams-012801,012801,1,18.467,120.9
012802,Bacarra,Bacarra,bacarra-012802,012802,43,18.25,120.617
012803,Badoc,Badoc,badoc-012803,012803,31,17.933,120.467
012804,Bangui,Bangui,bangui-012804,012804,14,18.533,120.767
012811,Banna (Espiritu),Banna (Espiritu),banna-espiritu-012811,012811,20,17.983,120.65
012805,Batac,Batac,batac-012805,012805,43,18.05,120.567
012806,Burgos,Burgos,burgos-012806,012806,11,18.51611,120.64611
012807,Carasi,Carasi,carasi-012807,012807,3,18.2,120.867
012808,Currimao,Currimao,currimao-012808,012808,23,18.017,120.483
012809,Dingras,Dingras,dingras-012809,012809,31,18.117,120.7
012810,Dumalneg,Dumalneg,dumalneg-012810,012810,2,18.5,120.817
012812,Laoag City,Laoag City,laoag-city-012812,012812,80,18.183,120.583
012813,Marcos,Marcos,marcos-012813,012813,13,18.05,120.683
012814,Nueva Era,Nueva Era,nueva-era-012814,012814,11,17.917,120.667
012815,Pagudpud,Pagudpud,pagudpud-012815,012815,16,18.567,120.8
012816,Paoay,Paoay,paoay-012816,012816,31,18.05,120.517
012817,Pasuquin,Pasuquin,pasuquin-012817,012817,33,18.333,120.617
012818,Piddig,Piddig,piddig-012818,012818,23,18.167,120.733
012819,Pinili,Pinili,pinili-012819,012819,25,17.95389,120.52694
012820,San Nicolas,San Nicolas,san-nicolas-012820,012820,24,18.1725,120.59583
012821,Sarrat,Sarrat,sarrat-012821,012821,24,18.167,120.65
012822,Solsona,Solsona,solsona-012822,012822,22,18.1,120.767
012823,Vintar,Vintar,vintar-012823,012823,33,18.23,120.64194
