id,name.local,name.en,name.slug,code.id,children_count.municipality,children_count.barangay,geo.lat,geo.lon
099700,Isabela (Province),Isabela (Province),isabela-province-099700,099700,1,45,10.3629,122.5763
097200,Zamboanga del Norte,Zamboanga del Norte,zamboanga-del-norte-097200,097200,27,691,9.4852,122.8253
097300,Zamboanga del Sur,Zamboanga del Sur,zamboanga-del-sur-097300,097300,28,779,9.3723,122.9306
098300,Zamboanga Sibugay,Zamboanga Sibugay,zamboanga-sibugay-098300,098300,16,389,8.9491,122.6965
