id,name.local,name.en,name.slug,code.id,children_count.municipality,children_count.barangay,geo.lat,geo.lon
050500,Albay,Albay,albay-050500,050500,18,720,13.2725,123.3927
051600,Camarines Norte,Camarines Norte,camarines-norte-051600,051600,12,282,14.0153,122.5665
051700,Camarines Sur,Camarines Sur,camarines-sur-051700,051700,37,1063,13.5462,123.142
052000,Catanduanes,Catanduanes,catanduanes-052000,052000,11,315,13.2818,123.7451
054100,Masbate,Masbate,masbate-054100,054100,21,550,12.1403,123.3736
056200,Sorsogon,Sorsogon,sorsogon-056200,056200,15,541,12.7773,123.7049
