id,name.local,name.en,name.slug,code.id,children_count.barangay,geo.lat,geo.lon
051601,Basud,Basud,basud-051601,051601,29,14.067,122.967
051602,Capalonga,Capalonga,capalonga-051602,051602,22,14.333,122.5
051603,Daet,Daet,daet-051603,051603,25,14.117,122.95
051605,Jose Panganiban,Jose Panganiban,jose-panganiban-051605,051605,27,14.3,122.7
051606,Labo,Labo,labo-051606,051606,52,14.017,122.35
051607,Mercedes,Mercedes,mercedes-051607,051607,26,14.1,123.017
051608,Paracale,Paracale,paracale-051608,051608,27,14.283,122.783
051604,San Lorenzo Ruiz (Imelda),San Lorenzo Ruiz (Imelda),san-lorenzo-ruiz-imelda-051604,051604,12,7.617,122.95
051609,San Vicente,San Vicente,san-vicente-051609,051609,9,14.1,122.867
051610,Santa Elena,Santa Elena,santa-elena-051610,051610,19,14.2,122.383
051611,Talisay,Talisay,talisay-051611,051611,15,14.133,122.917
051612,Vinzons,Vinzons,vinzons-051612,051612,19,14.183,122.9
