id,name.local,name.en,name.slug,code.id,children_count.barangay,geo.lat,geo.lon
050501,Bacacay,Bacacay,bacacay-050501,050501,56,13.3,123.8
050502,Camalig,Camalig,camalig-050502,050502,50,13.133,123.667
050503,Daraga (Locsin),Daraga (Locsin),daraga-locsin-050503,050503,54,13.16194,123.69389
050504,Guinobatan,Guinobatan,guinobatan-050504,050504,44,13.183,123.6
050505,Jovellar,Jovellar,jovellar-050505,050505,23,13.067,123.6
050506,Legazpi City,Legazpi City,legazpi-city-050506,050506,70,13.13,123.73
050507,Libon,Libon,libon-050507,050507,47,13.3,123.433
050508,Ligao,Ligao,ligao-050508,050508,55,13.217,123.517
050509,Malilipot,Malilipot,malilipot-050509,050509,18,13.317,123.733
050510,Malinao,Malinao,malinao-050510,050510,29,13.4,123.7
050511,Manito,Manito,manito-050511,050511,15,13.117,123.867
050512,Oas,Oas,oas-050512,050512,53,13.25889,123.49528
050513,Pio Duran,Pio Duran,pio-duran-050513,050513,33,13.033,123.45
050514,Polangui,Polangui,polangui-050514,050514,44,13.29222,123.48556
050515,Rapu-Rapu,Rapu-Rapu,rapu-rapu-050515,050515,34,13.183,124.133
050516,Santo Domingo (Libog),Santo Domingo (Libog),santo-domingo-libog-050516,050516,23,11.2378,124.0271
050517,Tabaco,Tabaco,tabaco-050517,050517,47,13.35944,123.73028
050518,Tiwi,Tiwi,tiwi-050518,050518,25,13.45,123.683
