id,name.local,name.en,name.slug,code.id,children_count.barangay,geo.lat,geo.lon
118201,Compostela,Compostela,compostela-118201,118201,16,7.667,126.083
118202,Laak (San Vicente),Laak (San Vicente),laak-san-vicente-118202,118202,40,14.3315,121.0832
118203,Mabini (Doña Alicia),Mabini (Doña Alicia),mabini-doa-alicia-118203,118203,11,7.3,125.85
118204,Maco,Maco,maco-118204,118204,37,7.367,125.85
118205,Maragusan (San Mariano),Maragusan (San Mariano),maragusan-san-mariano-118205,118205,24,16.983,122.017
118206,Mawab,Mawab,mawab-118206,118206,11,7.5,125.933
118207,Monkayo,Monkayo,monkayo-118207,118207,21,7.817,126.05
118208,Montevista,Montevista,montevista-118208,118208,20,7.7,125.983
118209,Nabunturan,Nabunturan,nabunturan-118209,118209,28,7.6,125.967
118210,New Bataan,New Bataan,new-bataan-118210,118210,16,7.533,126.133
118211,Pantukan,Pantukan,pantukan-118211,118211,13,7.15,125.95
