id,name.local,name.en,name.slug,code.id,children_count.barangay,geo.lat,geo.lon
097302,Aurora,Aurora,aurora-097302,097302,44,7.95,123.583
097303,Bayog,Bayog,bayog-097303,097303,28,7.867,123.033
097305,Dimataling,Dimataling,dimataling-097305,097305,24,7.533,123.367
097306,Dinas,Dinas,dinas-097306,097306,30,7.633,123.3
097307,Dumalinao,Dumalinao,dumalinao-097307,097307,30,7.817,123.367
097308,Dumingag,Dumingag,dumingag-097308,097308,44,8.167,123.35
097343,Guipos,Guipos,guipos-097343,097343,17,7.733,123.317
097337,Josefina,Josefina,josefina-097337,097337,14,8.2,123.533
097311,Kumalarang,Kumalarang,kumalarang-097311,097311,18,7.75,123.15
097312,Labangan,Labangan,labangan-097312,097312,25,7.867,123.517
097333,Lakewood,Lakewood,lakewood-097333,097333,14,7.85,123.167
097313,Lapuyan,Lapuyan,lapuyan-097313,097313,26,7.633,123.2
097315,Mahayag,Mahayag,mahayag-097315,097315,29,8.133,123.383
097317,Margosatubig,Margosatubig,margosatubig-097317,097317,17,7.583,123.167
097318,Midsalip,Midsalip,midsalip-097318,097318,33,8,123.267
097319,Molave,Molave,molave-097319,097319,25,8.083,123.483
097322,Pagadian City,Pagadian City,pagadian-city-097322,097322,54,7.83,123.43
097338,Pitogo,Pitogo,pitogo-097338,097338,15,7.45,123.317
097323,Ramon Magsaysay (Liargo),Ramon Magsaysay (Liargo),ramon-magsaysay-liargo-097323,097323,27,8,123.483
097324,San Miguel,San Miguel,san-miguel-097324,097324,18,7.65,123.267
097325,San Pablo,San Pablo,san-pablo-097325,097325,28,7.65,123.45
097340,Sominot (Don Mariano Marcos),Sominot (Don Mariano Marcos),sominot-don-mariano-marcos-097340,097340,18,8.017,123.367
097327,Tabina,Tabina,tabina-097327,097327,15,7.467,123.417
097328,Tambulig,Tambulig,tambulig-097328,097328,31,8.067,123.533
097344,Tigbao,Tigbao,tigbao-097344,097344,18,7.817,123.283
097330,Tukuran,Tukuran,tukuran-097330,097330,25,7.85,123.583
097341,Vincenzo A. Sagun,Vincenzo A. Sagun,vincenzo-a-sagun-097341,097341,14,7.517,123.167
097332,Zamboanga City,Zamboanga City,zamboanga-city-097332,097332,98,9.3416,122.8419
