id,name.local,name.en,name.slug,code.id,children_count.barangay,geo.lat,geo.lon
104301,Alubijid,Alubijid,alubijid-104301,104301,16,8.567,124.467
104302,Balingasag,Balingasag,balingasag-104302,104302,30,8.75,124.783
104303,Balingoan,Balingoan,balingoan-104303,104303,9,9,124.85
104304,Binuangan,Binuangan,binuangan-104304,104304,8,8.917,124.8
104305,Cagayan de Oro City,Cagayan de Oro City,cagayan-de-oro-city-104305,104305,80,11.393,123.1314
104306,Claveria,Claveria,claveria-104306,104306,24,8.617,124.883
104307,El Salvador,El Salvador,el-salvador-104307,104307,15,8.567,124.517
104308,Gingoog City,Gingoog City,gingoog-city-104308,104308,79,8.817,125.1
104309,Gitagum,Gitagum,gitagum-104309,104309,11,8.6,124.4
104310,Initao,Initao,initao-104310,104310,16,8.5,124.317
104311,Jasaan,Jasaan,jasaan-104311,104311,15,8.65,124.75
104312,Kinoguitan,Kinoguitan,kinoguitan-104312,104312,15,8.983,124.817
104313,Lagonglong,Lagonglong,lagonglong-104313,104313,10,8.8,124.783
104314,Laguindingan,Laguindingan,laguindingan-104314,104314,11,8.583,124.45
104315,Libertad,Libertad,libertad-104315,104315,9,12.4541,122.0083
104316,Lugait,Lugait,lugait-104316,104316,8,8.333,124.267
104317,Magsaysay (Linugos),Magsaysay (Linugos),magsaysay-linugos-104317,104317,25,10.867,121.05
104318,Manticao,Manticao,manticao-104318,104318,13,8.383,124.283
104319,Medina,Medina,medina-104319,104319,19,10.9833,122.7333
104320,Naawan,Naawan,naawan-104320,104320,10,8.433,124.3
104321,Opol,Opol,opol-104321,104321,14,8.517,124.567
104322,Salay,Salay,salay-104322,104322,18,8.867,124.8
104323,Sugbongcogon,Sugbongcogon,sugbongcogon-104323,104323,10,8.95,124.783
104324,Tagoloan,Tagoloan,tagoloan-104324,104324,10,8.533,124.75
104325,Talisayan,Talisayan,talisayan-104325,104325,18,8.99167,124.88333
104326,Villanueva,Villanueva,villanueva-104326,104326,11,8.583,124.783
