id,name.local,name.en,name.slug,code.id,children_count.municipality,children_count.barangay,geo.lat,geo.lon
140100,Abra,Abra,abra-140100,140100,27,303,17.0398,120.8684
148100,Apayao,Apayao,apayao-148100,148100,7,133,17.1084,121.4886
141100,Benguet,Benguet,benguet-141100,141100,14,269,15.4959,121.1235
142700,Ifugao,Ifugao,ifugao-142700,142700,11,175,16.359,121.2742
143200,Kalinga,Kalinga,kalinga-143200,143200,8,152,16.8611,121.3605
144400,Mountain Province,Mountain Province,mountain-province-144400,144400,10,144,16.0025,121.3451
