id,name.local,name.en,name.slug,code.id,children_count.barangay,geo.lat,geo.lon
140101,Bangued,Bangued,bangued-140101,140101,31,17.6,120.617
140102,Boliney,Boliney,boliney-140102,140102,8,17.4,120.8
140103,Bucay,Bucay,bucay-140103,140103,21,17.533,120.717
140104,Bucloc,Bucloc,bucloc-140104,140104,4,17.45,120.85
140105,Daguioman,Daguioman,daguioman-140105,140105,4,17.45,120.917
140106,Danglas,Danglas,danglas-140106,140106,7,17.7,120.65
140107,Dolores,Dolores,dolores-140107,140107,15,17.64667,120.71083
140108,La Paz,La Paz,la-paz-140108,140108,12,17.70556,120.69306
140109,Lacub,Lacub,lacub-140109,140109,6,17.667,120.95
140110,Lagangilang,Lagangilang,lagangilang-140110,140110,17,17.617,120.783
140111,Lagayan,Lagayan,lagayan-140111,140111,5,17.717,120.7
140112,Langiden,Langiden,langiden-140112,140112,6,17.583,120.567
140113,Licuan-Baay (Licuan),Licuan-Baay (Licuan),licuan-baay-licuan-140113,140113,11,10.9,122.7
140114,Luba,Luba,luba-140114,140114,8,17.34917,120.69111
140115,Malibcong,Malibcong,malibcong-140115,140115,12,17.567,120.983
140116,Manabo,Manabo,manabo-140116,140116,11,17.467,120.7
140117,Peñarrubia,Peñarrubia,pearrubia-140117,140117,9,17.567,120.65
140118,Pidigan,Pidigan,pidigan-140118,140118,15,17.567,120.583
140119,Pilar,Pilar,pilar-140119,140119,19,17.4175,120.59417
140120,Sallapadan,Sallapadan,sallapadan-140120,140120,9,17.467,120.767
140121,San Isidro,San Isidro,san-isidro-140121,140121,9,17.467,120.6
140122,San Juan,San Juan,san-juan-140122,140122,19,17.717,120.75
140123,San Quintin,San Quintin,san-quintin-140123,140123,6,17.54306,120.51917
140124,Tayum,Tayum,tayum-140124,140124,11,17.617,120.65
140125,Tineg,Tineg,tineg-140125,140125,10,17.767,120.933
140126,Tubo,Tubo,tubo-140126,140126,10,17.167,120.717
140127,Villaviciosa,Villaviciosa,villaviciosa-140127,140127,8,17.433,120.633
