id,name.local,name.en,name.slug,code.id,children_count.barangay,geo.lat,geo.lon
060401,Altavas,Altavas,altavas-060401,060401,14,11.533,122.483
060402,Balete,Balete,balete-060402,060402,10,11.55,122.383
060403,Banga,Banga,banga-060403,060403,30,11.633,122.333
060404,Batan,Batan,batan-060404,060404,20,11.583,122.5
060405,Buruanga,Buruanga,buruanga-060405,060405,15,11.85,121.9
060406,Ibajay,Ibajay,ibajay-060406,060406,35,11.817,122.167
060407,Kalibo,Kalibo,kalibo-060407,060407,16,11.7,122.367
060408,Lezo,Lezo,lezo-060408,060408,12,11.667,122.333
060409,Libacao,Libacao,libacao-060409,060409,24,11.483,122.3
060410,Madalag,Madalag,madalag-060410,060410,25,11.517,122.3
060411,Makato,Makato,makato-060411,060411,18,11.7,122.283
060412,Malay,Malay,malay-060412,060412,17,11.9,121.9083
060413,Malinao,Malinao,malinao-060413,060413,23,11.65,122.3
060414,Nabas,Nabas,nabas-060414,060414,20,11.833,122.083
060415,New Washington,New Washington,new-washington-060415,060415,16,11.65,122.433
060416,Numancia,Numancia,numancia-060416,060416,17,11.7,122.333
060417,Tangalan,Tangalan,tangalan-060417,060417,15,11.767,122.25
