id,level,level_name.local,level_name.en,name.local,name.en,name.slug,code.id,code.iso,parent.id,parent.name.local,parent.name.en,children_count.region,children_count.province,children_count.municipality,children_count.barangay,zip_codes,geo.lat,geo.lon
045607,3,Bayan,Municipality,Calauag,Calauag,calauag-045607,045607,,045600,Quezon,Quezon,,,,81,,13.9575,122.2875
045608,3,Bayan,Municipality,Candelaria,Candelaria,candelaria-045608,045608,,045600,Quezon,Quezon,,,,25,,15.633,119.933
045610,3,Bayan,Municipality,Catanauan,Catanauan,catanauan-045610,045610,,045600,Quezon,Quezon,,,,46,,13.59167,122.325
045615,3,Bayan,Municipality,Dolores,Dolores,dolores-045615,045615,,045600,Quezon,Quezon,,,,16,,15.5662,120.8945
045616,3,Bayan,Municipality,General Luna,General Luna,general-luna-045616,045616,,045600,Quezon,Quezon,,,,27,,12.2984,124.6864
045617,3,Bayan,Municipality,General Nakar,General Nakar,general-nakar-045617,045617,,045600,Quezon,Quezon,,,,19,,14.767,121.617
045618,3,Bayan,Municipality,Guinayangan,Guinayangan,guinayangan-045618,045618,,045600,Quezon,Quezon,,,,54,,13.9,122.45
045619,3,Bayan,Municipality,Gumaca,Gumaca,gumaca-045619,045619,,045600,Quezon,Quezon,,,,59,,13.917,122.1
045620,3,Bayan,Municipality,Infanta,Infanta,infanta-045620,045620,,045600,Quezon,Quezon,,,,36,,14.7425,121.64944
045621,3,Bayan,Municipality,Jomalig,Jomalig,jomalig-045621,045621,,045600,Quezon,Quezon,,,,5,,14.7125,122.36972
045622,3,Bayan,Municipality,Lopez,Lopez,lopez-045622,045622,,045600,Quezon,Quezon,,,,95,,13.883,122.267
045623,3,Bayan,Municipality,Lucban,Lucban,lucban-045623,045623,,045600,Quezon,Quezon,,,,32,,14.11333,121.55694
045624,3,Bayan,Municipality,Lucena City,Lucena City,lucena-city-045624,045624,,045600,Quezon,Quezon,,,,33,,13.7957,121.9207
045625,3,Bayan,Municipality,Macalelon,Macalelon,macalelon-045625,045625,,045600,Quezon,Quezon,,,,30,,13.75,122.133
045627,3,Bayan,Municipality,Mauban,Mauban,mauban-045627,045627,,045600,Quezon,Quezon,,,,40,,14.183,121.717
045628,3,Bayan,Municipality,Mulanay,Mulanay,mulanay-045628,045628,,045600,Quezon,Quezon,,,,28,,13.5,122.417
045629,3,Bayan,Municipality,Padre Burgos,Padre Burgos,padre-burgos-045629,045629,,045600,Quezon,Quezon,,,,22,,10.033,125.017
045630,3,Bayan,Municipality,Pagbilao,Pagbilao,pagbilao-045630,045630,,045600,Quezon,Quezon,,,,27,,13.967,121.7
045631,3,Bayan,Municipality,Panukulan,Panukulan,panukulan-045631,045631,,045600,Quezon,Quezon,,,,12,,14.933,121.817
045632,3,Bayan,Municipality,Patnanungan,Patnanungan,patnanungan-045632,045632,,045600,Quezon,Quezon,,,,6,,14.783,122.183
045633,3,Bayan,Municipality,Perez,Perez,perez-045633,045633,,045600,Quezon,Quezon,,,,14,,14.183,121.933
045634,3,Bayan,Municipality,Pitogo,Pitogo,pitogo-045634,045634,,045600,Quezon,Quezon,,,,39,,7.45,123.317
045635,3,Bayan,Municipality,Plaridel,Plaridel,plaridel-045635,045635,,045600,Quezon,Quezon,,,,9,,13.95,122.017
045636,3,Bayan,Municipality,Polillo,Polillo,polillo-045636,045636,,045600,Quezon,Quezon,,,,20,,14.717,121.95
045637,3,Bayan,Municipality,Quezon,Quezon,quezon-045637,045637,,045600,Quezon,Quezon,,,,24,,16.697,121.6295
045638,3,Bayan,Municipality,Real,Real,real-045638,045638,,045600,Quezon,Quezon,,,,17,,14.667,121.6
045639,3,Bayan,Municipality,Sampaloc,Sampaloc,sampaloc-045639,045639,,045600,Quezon,Quezon,,,,14,,14.167,121.583
045640,3,Bayan,Municipality,San Andres,San Andres,san-andres-045640,045640,,045600,Quezon,Quezon,,,,7,,17.1679,120.4951
045641,3,Bayan,Municipality,San Antonio,San Antonio,san-antonio-045641,045641,,045600,Quezon,Quezon,,,,20,,12.9222,123.7233
045642,3,Bayan,Municipality,San Francisco (Aurora),San Francisco (Aurora),san-francisco-aurora-045642,045642,,045600,Quezon,Quezon,,,,16,,7.95,123.583
045644,3,Bayan,Municipality,San Narciso,San Narciso,san-narciso-045644,045644,,045600,Quezon,Quezon,,,,24,,15.017,120.083
045645,3,Bayan,Municipality,Sariaya,Sariaya,sariaya-045645,045645,,045600,Quezon,Quezon,,,,43,,13.967,121.533
045646,3,Bayan,Municipality,Tagkawayan,Tagkawayan,tagkawayan-045646,045646,,045600,Quezon,Quezon,,,,45,,13.967,122.533
045647,3,Bayan,Municipality,Tayabas,Tayabas,tayabas-045647,045647,,045600,Quezon,Quezon,,,,66,,14.017,121.583
045648,3,Bayan,Municipality,Tiaong,Tiaong,tiaong-045648,045648,,045600,Quezon,Quezon,,,,31,,13.95,121.317
045649,3,Bayan,Municipality,Unisan,Unisan,unisan-045649,045649,,045600,Quezon,Quezon,,,,36,,13.833,121.983
045800,2,Lalawigan,Province,Rizal,Rizal,rizal-045800,045800,,R04A,CALABARZON,CALABARZON,,,14,188,,14.5555,121.199
045801,3,Bayan,Municipality,Angono,Angono,angono-045801,045801,,045800,Rizal,Rizal,,,,10,,14.533,121.15
045802,3,Bayan,Municipality,Antipolo,Antipolo,antipolo-045802,045802,,045800,Rizal,Rizal,,,,16,,14.583,121.167
045803,3,Bayan,Municipality,Baras,Baras,baras-045803,045803,,045800,Rizal,Rizal,,,,10,,14.517,121.267
045804,3,Bayan,Municipality,Binangonan,Binangonan,binangonan-045804,045804,,045800,Rizal,Rizal,,,,40,,14.45139,121.19194
045805,3,Bayan,Municipality,Cainta,Cainta,cainta-045805,045805,,045800,Rizal,Rizal,,,,7,,14.567,121.117
045806,3,Bayan,Municipality,Cardona,Cardona,cardona-045806,045806,,045800,Rizal,Rizal,,,,18,,14.48611,121.22889
045807,3,Bayan,Municipality,Jala-Jala,Jala-Jala,jala-jala-045807,045807,,045800,Rizal,Rizal,,,,11,,14.35306,121.32222
045808,3,Bayan,Municipality,Rodriguez (Montalban),Rodriguez (Montalban),rodriguez-montalban-045808,045808,,045800,Rizal,Rizal,,,,11,,14.717,121.117
045809,3,Bayan,Municipality,Morong,Morong,morong-045809,045809,,045800,Rizal,Rizal,,,,8,,14.51194,121.23889
045810,3,Bayan,Municipality,Pililla,Pililla,pililla-045810,045810,,045800,Rizal,Rizal,,,,9,,14.483,121.3
045811,3,Bayan,Municipality,San Mateo,San Mateo,san-mateo-045811,045811,,045800,Rizal,Rizal,,,,15,,14.717,121.117
045812,3,Bayan,Municipality,Tanay,Tanay,tanay-045812,045812,,045800,Rizal,Rizal,,,,19,,14.5,121.283
045813,3,Bayan,Municipality,Taytay,Taytay,taytay-045813,045813,,045800,Rizal,Rizal,,,,5,,14.567,121.133
045814,3,Bayan,Municipality,Teresa,Teresa,teresa-045814,045814,,045800,Rizal,Rizal,,,,9,,14.567,121.2
050500,2,Lalawigan,Province,Albay,Albay,albay-050500,050500,,R05,Bicol Region,Bicol Region,,,18,720,,13.2725,123.3927
050501,3,Bayan,Municipality,Bacacay,Bacacay,bacacay-050501,050501,,050500,Albay,Albay,,,,56,,13.3,123.8
050502,3,Bayan,Municipality,Camalig,Camalig,camalig-050502,050502,,050500,Albay,Albay,,,,50,,13.133,123.667
050503,3,Bayan,Municipality,Daraga (Locsin),Daraga (Locsin),daraga-locsin-050503,050503,,050500,Albay,Albay,,,,54,,13.16194,123.69389
050504,3,Bayan,Municipality,Guinobatan,Guinobatan,guinobatan-050504,050504,,050500,Albay,Albay,,,,44,,13.183,123.6
050505,3,Bayan,Municipality,Jovellar,Jovellar,jovellar-050505,050505,,050500,Albay,Albay,,,,23,,13.067,123.6
050506,3,Bayan,Municipality,Legazpi City,Legazpi City,legazpi-city-050506,050506,,050500,Albay,Albay,,,,70,,13.13,123.73
050507,3,Bayan,Municipality,Libon,Libon,libon-050507,050507,,050500,Albay,Albay,,,,47,,13.3,123.433
050508,3,Bayan,Municipality,Ligao,Ligao,ligao-050508,050508,,050500,Albay,Albay,,,,55,,13.217,123.517
050509,3,Bayan,Municipality,Malilipot,Malilipot,malilipot-050509,050509,,050500,Albay,Albay,,,,18,,13.317,123.733
050510,3,Bayan,Municipality,Malinao,Malinao,malinao-050510,050510,,050500,Albay,Albay,,,,29,,13.4,123.7
050511,3,Bayan,Municipality,Manito,Manito,manito-050511,050511,,050500,Albay,Albay,,,,15,,13.117,123.867
050512,3,Bayan,Municipality,Oas,Oas,oas-050512,050512,,050500,Albay,Albay,,,,53,,13.25889,123.49528
050513,3,Bayan,Municipality,Pio Duran,Pio Duran,pio-duran-050513,050513,,050500,Albay,Albay,,,,33,,13.033,123.45
050514,3,Bayan,Municipality,Polangui,Polangui,polangui-050514,050514,,050500,Albay,Albay,,,,44,,13.29222,123.48556
050515,3,Bayan,Municipality,Rapu-Rapu,Rapu-Rapu,rapu-rapu-050515,050515,,050500,Albay,Albay,,,,34,,13.183,124.133
050516,3,Bayan,Municipality,Santo Domingo (Libog),Santo Domingo (Libog),santo-domingo-libog-050516,050516,,050500,Albay,Albay,,,,23,,11.2378,124.0271
050517,3,Bayan,Municipality,Tabaco,Tabaco,tabaco-050517,050517,,050500,Albay,Albay,,,,47,,13.35944,123.73028
050518,3,Bayan,Municipality,Tiwi,Tiwi,tiwi-050518,050518,,050500,Albay,Albay,,,,25,,13.45,123.683
051600,2,Lalawigan,Province,Camarines Norte,Camarines Norte,camarines-norte-051600,051600,,R05,Bicol Region,Bicol Region,,,12,282,,14.0153,122.5665
051601,3,Bayan,Municipality,Basud,Basud,basud-051601,051601,,051600,Camarines Norte,Camarines Norte,,,,29,,14.067,122.967
051602,3,Bayan,Municipality,Capalonga,Capalonga,capalonga-051602,051602,,051600,Camarines Norte,Camarines Norte,,,,22,,14.333,122.5
051603,3,Bayan,Municipality,Daet,Daet,daet-051603,051603,,051600,Camarines Norte,Camarines Norte,,,,25,,14.117,122.95
051604,3,Bayan,Municipality,San Lorenzo Ruiz (Imelda),San Lorenzo Ruiz (Imelda),san-lorenzo-ruiz-imelda-051604,051604,,051600,Camarines Norte,Camarines Norte,,,,12,,7.617,122.95
051605,3,Bayan,Municipality,Jose Panganiban,Jose Panganiban,jose-panganiban-051605,051605,,051600,Camarines Norte,Camarines Norte,,,,27,,14.3,122.7
051606,3,Bayan,Municipality,Labo,Labo,labo-051606,051606,,051600,Camarines Norte,Camarines Norte,,,,52,,14.017,122.35
051607,3,Bayan,Municipality,Mercedes,Mercedes,mercedes-051607,051607,,051600,Camarines Norte,Camarines Norte,,,,26,,14.1,123.017
051608,3,Bayan,Municipality,Paracale,Paracale,paracale-051608,051608,,051600,Camarines Norte,Camarines Norte,,,,27,,14.283,122.783
051609,3,Bayan,Municipality,San Vicente,San Vicente,san-vicente-051609,051609,,051600,Camarines Norte,Camarines Norte,,,,9,,14.1,122.867
051610,3,Bayan,Municipality,Santa Elena,Santa Elena,santa-elena-051610,051610,,051600,Camarines Norte,Camarines Norte,,,,19,,14.2,122.383
051611,3,Bayan,Municipality,Talisay,Talisay,talisay-051611,051611,,051600,Camarines Norte,Camarines Norte,,,,15,,14.133,122.917
051612,3,Bayan,Municipality,Vinzons,Vinzons,vinzons-051612,051612,,051600,Camarines Norte,Camarines Norte,,,,19,,14.183,122.9
051700,2,Lalawigan,Province,Camarines Sur,Camarines Sur,camarines-sur-051700,051700,,R05,Bicol Region,Bicol Region,,,37,1063,,13.5462,123.142
051701,3,Bayan,Municipality,Baao,Baao,baao-051701,051701,,051700,Camarines Sur,Camarines Sur,,,,30,,13.45611,123.36389
051702,3,Bayan,Municipality,Balatan,Balatan,balatan-051702,051702,,051700,Camarines Sur,Camarines Sur,,,,17,,13.317,123.233
051703,3,Bayan,Municipality,Bato,Bato,bato-051703,051703,,051700,Camarines Sur,Camarines Sur,,,,33,,13.35611,123.36389
051704,3,Bayan,Municipality,Bombon,Bombon,bombon-051704,051704,,051700,Camarines Sur,Camarines Sur,,,,8,,13.683,123.2
051705,3,Bayan,Municipality,Buhi,Buhi,buhi-051705,051705,,051700,Camarines Sur,Camarines Sur,,,,38,,13.433,123.517
051706,3,Bayan,Municipality,Bula,Bula,bula-051706,051706,,051700,Camarines Sur,Camarines Sur,,,,33,,13.467,123.283
051707,3,Bayan,Municipality,Cabusao,Cabusao,cabusao-051707,051707,,051700,Camarines Sur,Camarines Sur,,,,9,,13.717,123.1
051708,3,Bayan,Municipality,Calabanga,Calabanga,calabanga-051708,051708,,051700,Camarines Sur,Camarines Sur,,,,48,,13.717,123.233
051709,3,Bayan,Municipality,Camaligan,Camaligan,camaligan-051709,051709,,051700,Camarines Sur,Camarines Sur,,,,13,,13.625,123.15694
051710,3,Bayan,Municipality,Canaman,Canaman,canaman-051710,051710,,051700,Camarines Sur,Camarines Sur,,,,24,,13.65,123.167
051711,3,Bayan,Municipality,Caramoan,Caramoan,caramoan-051711,051711,,051700,Camarines Sur,Camarines Sur,,,,49,,13.767,123.867
051712,3,Bayan,Municipality,Del Gallego,Del Gallego,del-gallego-051712,051712,,051700,Camarines Sur,Camarines Sur,,,,32,,13.917,122.6
051713,3,Bayan,Municipality,Gainza,Gainza,gainza-051713,051713,,051700,Camarines Sur,Camarines Sur,,,,8,,13.617,123.15
051714,3,Bayan,Municipality,Garchitorena,Garchitorena,garchitorena-051714,051714,,051700,Camarines Sur,Camarines Sur,,,,23,,13.883,123.7
051715,3,Bayan,Municipality,Goa,Goa,goa-051715,051715,,051700,Camarines Sur,Camarines Sur,,,,34,,13.7,123.5
051716,3,Bayan,Municipality,Iriga City,Iriga City,iriga-city-051716,051716,,051700,Camarines Sur,Camarines Sur,,,,36,,13.417,123.417
051717,3,Bayan,Municipality,Lagonoy,Lagonoy,lagonoy-051717,051717,,051700,Camarines Sur,Camarines Sur,,,,38,,13.73861,123.52056
051718,3,Bayan,Municipality,Libmanan,Libmanan,libmanan-051718,051718,,051700,Camarines Sur,Camarines Sur,,,,75,,13.7,123.067
051719,3,Bayan,Municipality,Lupi,Lupi,lupi-051719,051719,,051700,Camarines Sur,Camarines Sur,,,,38,,13.817,122.9
051720,3,Bayan,Municipality,Magarao,Magarao,magarao-051720,051720,,051700,Camarines Sur,Camarines Sur,,,,15,,13.667,123.183
051721,3,Bayan,Municipality,Milaor,Milaor,milaor-051721,051721,,051700,Camarines Sur,Camarines Sur,,,,20,,13.6,123.183
051722,3,Bayan,Municipality,Minalabac,Minalabac,minalabac-051722,051722,,051700,Camarines Sur,Camarines Sur,,,,25,,13.567,123.183
051723,3,Bayan,Municipality,Nabua,Nabua,nabua-051723,051723,,051700,Camarines Sur,Camarines Sur,,,,42,,13.40139,123.37639
051724,3,Bayan,Municipality,Naga City,Naga City,naga-city-051724,051724,,051700,Camarines Sur,Camarines Sur,,,,27,,13.62,123.17
051725,3,Bayan,Municipality,Ocampo,Ocampo,ocampo-051725,051725,,051700,Camarines Sur,Camarines Sur,,,,25,,13.567,123.383
051726,3,Bayan,Municipality,Pamplona,Pamplona,pamplona-051726,051726,,051700,Camarines Sur,Camarines Sur,,,,17,,13.6,123.083
051727,3,Bayan,Municipality,Pasacao,Pasacao,pasacao-051727,051727,,051700,Camarines Sur,Camarines Sur,,,,19,,13.517,123.05
051728,3,Bayan,Municipality,Pili,Pili,pili-051728,051728,,051700,Camarines Sur,Camarines Sur,,,,26,,13.583,123.3
051729,3,Bayan,Municipality,Presentacion (Parubcan),Presentacion (Parubcan),presentacion-parubcan-051729,051729,,051700,Camarines Sur,Camarines Sur,,,,18,,13.717,123.75
051730,3,Bayan,Municipality,Ragay,Ragay,ragay-051730,051730,,051700,Camarines Sur,Camarines Sur,,,,38,,13.817,122.783
051731,3,Bayan,Municipality,Sagñay,Sagñay,sagay-051731,051731,,051700,Camarines Sur,Camarines Sur,,,,19,,13.60417,123.52
051732,3,Bayan,Municipality,San Fernando,San Fernando,san-fernando-051732,051732,,051700,Camarines Sur,Camarines Sur,,,,22,,13.567,123.15
051733,3,Bayan,Municipality,San Jose,San Jose,san-jose-051733,051733,,051700,Camarines Sur,Camarines Sur,,,,29,,13.717,123.517
051734,3,Bayan,Municipality,Sipocot,Sipocot,sipocot-051734,051734,,051700,Camarines Sur,Camarines Sur,,,,46,,13.767,122.983
051735,3,Bayan,Municipality,Siruma,Siruma,siruma-051735,051735,,051700,Camarines Sur,Camarines Sur,,,,22,,14,123.25
051736,3,Bayan,Municipality,Tigaon,Tigaon,tigaon-051736,051736,,051700,Camarines Sur,Camarines Sur,,,,23,,13.633,123.5
051737,3,Bayan,Municipality,Tinambac,Tinambac,tinambac-051737,051737,,051700,Camarines Sur,Camarines Sur,,,,44,,13.817,123.333
052000,2,Lalawigan,Province,Catanduanes,Catanduanes,catanduanes-052000,052000,,R05,Bicol Region,Bicol Region,,,11,315,,13.2818,123.7451
052001,3,Bayan,Municipality,Bagamanoc,Bagamanoc,bagamanoc-052001,052001,,052000,Catanduanes,Catanduanes,,,,18,,13.933,124.283
052002,3,Bayan,Municipality,Baras,Baras,baras-052002,052002,,052000,Catanduanes,Catanduanes,,,,29,,13.667,124.367
052003,3,Bayan,Municipality,Bato,Bato,bato-052003,052003,,052000,Catanduanes,Catanduanes,,,,27,,13.6,124.3
052004,3,Bayan,Municipality,Caramoran,Caramoran,caramoran-052004,052004,,052000,Catanduanes,Catanduanes,,,,27,,13.983,124.133
052005,3,Bayan,Municipality,Gigmoto,Gigmoto,gigmoto-052005,052005,,052000,Catanduanes,Catanduanes,,,,9,,13.783,124.383
052006,3,Bayan,Municipality,Pandan,Pandan,pandan-052006,052006,,052000,Catanduanes,Catanduanes,,,,26,,14.05,124.167
052007,3,Bayan,Municipality,Panganiban (Payo),Panganiban (Payo),panganiban-payo-052007,052007,,052000,Catanduanes,Catanduanes,,,,23,,13.9,124.3
052008,3,Bayan,Municipality,San Andres (Calolbon),San Andres (Calolbon),san-andres-calolbon-052008,052008,,052000,Catanduanes,Catanduanes,,,,38,,13.6,124.1
052009,3,Bayan,Municipality,San Miguel,San Miguel,san-miguel-052009,052009,,052000,Catanduanes,Catanduanes,,,,24,,13.633,124.3
052010,3,Bayan,Municipality,Viga,Viga,viga-052010,052010,,052000,Catanduanes,Catanduanes,,,,31,,13.867,124.3
052011,3,Bayan,Municipality,Virac,Virac,virac-052011,052011,,052000,Catanduanes,Catanduanes,,,,63,,13.583,124.233
054100,2,Lalawigan,Province,Masbate,Masbate,masbate-054100,054100,,R05,Bicol Region,Bicol Region,,,21,550,,12.1403,123.3736
054101,3,Bayan,Municipality,Aroroy,Aroroy,aroroy-054101,054101,,054100,Masbate,Masbate,,,,41,,12.5,123.4
054102,3,Bayan,Municipality,Baleno,Baleno,baleno-054102,054102,,054100,Masbate,Masbate,,,,24,,12.467,123.483
054103,3,Bayan,Municipality,Balud,Balud,balud-054103,054103,,054100,Masbate,Masbate,,,,32,,12.033,123.2
054104,3,Bayan,Municipality,Batuan,Batuan,batuan-054104,054104,,054100,Masbate,Masbate,,,,14,,12.417,123.767
054105,3,Bayan,Municipality,Cataingan,Cataingan,cataingan-054105,054105,,054100,Masbate,Masbate,,,,36,,12,123.983
054106,3,Bayan,Municipality,Cawayan,Cawayan,cawayan-054106,054106,,054100,Masbate,Masbate,,,,37,,12.033,123.683
054107,3,Bayan,Municipality,Claveria,Claveria,claveria-054107,054107,,054100,Masbate,Masbate,,,,22,,12.9,123.25
054108,3,Bayan,Municipality,Dimasalang,Dimasalang,dimasalang-054108,054108,,054100,Masbate,Masbate,,,,20,,12.183,123.867
054109,3,Bayan,Municipality,Esperanza,Esperanza,esperanza-054109,054109,,054100,Masbate,Masbate,,,,20,,11.733,124.05
054110,3,Bayan,Municipality,Mandaon,Mandaon,mandaon-054110,054110,,054100,Masbate,Masbate,,,,26,,12.233,123.283
054111,3,Bayan,Municipality,Masbate,Masbate,masbate-054111,054111,,054100,Masbate,Masbate,,,,30,,12.17,123.58
054112,3,Bayan,Municipality,Milagros,Milagros,milagros-054112,054112,,054100,Masbate,Masbate,,,,27,,12.233,123.5
054113,3,Bayan,Municipality,Mobo,Mobo,mobo-054113,054113,,054100,Masbate,Masbate,,,,29,,12.333,123.65
054114,3,Bayan,Municipality,Monreal,Monreal,monreal-054114,054114,,054100,Masbate,Masbate,,,,11,,12.633,123.667
054115,3,Bayan,Municipality,Palanas,Palanas,palanas-054115,054115,,054100,Masbate,Masbate,,,,24,,12.15,123.917
054116,3,Bayan,Municipality,Pio V. Corpuz (Limbuhan),Pio V. Corpuz (Limbuhan),pio-v-corpuz-limbuhan-054116,054116,,054100,Masbate,Masbate,,,,18,,11.0667,125.0167
054117,3,Bayan,Municipality,Placer,Placer,placer-054117,054117,,054100,Masbate,Masbate,,,,35,,11.867,123.917
054118,3,Bayan,Municipality,San Fernando,San Fernando,san-fernando-054118,054118,,054100,Masbate,Masbate,,,,26,,12.483,123.75
054119,3,Bayan,Municipality,San Jacinto,San Jacinto,san-jacinto-054119,054119,,054100,Masbate,Masbate,,,,21,,12.567,123.733
054120,3,Bayan,Municipality,San Pascual,San Pascual,san-pascual-054120,054120,,054100,Masbate,Masbate,,,,22,,13.133,122.983
054121,3,Bayan,Municipality,Uson,Uson,uson-054121,054121,,054100,Masbate,Masbate,,,,35,,12.217,123.783
056200,2,Lalawigan,Province,Sorsogon,Sorsogon,sorsogon-056200,056200,,R05,Bicol Region,Bicol Region,,,15,541,,12.7773,123.7049
056202,3,Bayan,Municipality,Barcelona,Barcelona,barcelona-056202,056202,,056200,Sorsogon,Sorsogon,,,,25,,12.867,124.133
056203,3,Bayan,Municipality,Bulan,Bulan,bulan-056203,056203,,056200,Sorsogon,Sorsogon,,,,63,,12.667,123.883
056204,3,Bayan,Municipality,Bulusan,Bulusan,bulusan-056204,056204,,056200,Sorsogon,Sorsogon,,,,24,,12.75,124.117
056205,3,Bayan,Municipality,Casiguran,Casiguran,casiguran-056205,056205,,056200,Sorsogon,Sorsogon,,,,25,,12.867,124.017
056206,3,Bayan,Municipality,Castilla,Castilla,castilla-056206,056206,,056200,Sorsogon,Sorsogon,,,,34,,12.95,123.883
056207,3,Bayan,Municipality,Donsol,Donsol,donsol-056207,056207,,056200,Sorsogon,Sorsogon,,,,51,,12.917,123.6
056208,3,Bayan,Municipality,Gubat,Gubat,gubat-056208,056208,,056200,Sorsogon,Sorsogon,,,,42,,12.917,124.117
056209,3,Bayan,Municipality,Irosin,Irosin,irosin-056209,056209,,056200,Sorsogon,Sorsogon,,,,28,,12.7,124.033
056210,3,Bayan,Municipality,Juban,Juban,juban-056210,056210,,056200,Sorsogon,Sorsogon,,,,25,,12.85,123.983
056211,3,Bayan,Municipality,Magallanes,Magallanes,magallanes-056211,056211,,056200,Sorsogon,Sorsogon,,,,34,,12.833,123.85
056212,3,Bayan,Municipality,Matnog,Matnog,matnog-056212,056212,,056200,Sorsogon,Sorsogon,,,,40,,12.583,124.083
056213,3,Bayan,Municipality,Pilar,Pilar,pilar-056213,056213,,056200,Sorsogon,Sorsogon,,,,49,,12.933,123.683
056214,3,Bayan,Municipality,Prieto Diaz,Prieto Diaz,prieto-diaz-056214,056214,,056200,Sorsogon,Sorsogon,,,,23,,13.033,124.183
056215,3,Bayan,Municipality,Santa Magdalena,Santa Magdalena,santa-magdalena-056215,056215,,056200,Sorsogon,Sorsogon,,,,14,,12.65,124.1
056216,3,Bayan,Municipality,Sorsogon,Sorsogon,sorsogon-056216,056216,,056200,Sorsogon,Sorsogon,,,,64,,12.97,124
060400,2,Lalawigan,Province,Aklan,Aklan,aklan-060400,060400,,R06,Western Visayas,Western Visayas,,,17,327,,11.7974,122.2374
060401,3,Bayan,Municipality,Altavas,Altavas,altavas-060401,060401,,060400,Aklan,Aklan,,,,14,,11.533,122.483
060402,3,Bayan,Municipality,Balete,Balete,balete-060402,060402,,060400,Aklan,Aklan,,,,10,,11.55,122.383
060403,3,Bayan,Municipality,Banga,Banga,banga-060403,060403,,060400,Aklan,Aklan,,,,30,,11.633,122.333
060404,3,Bayan,Municipality,Batan,Batan,batan-060404,060404,,060400,Aklan,Aklan,,,,20,,11.583,122.5
060405,3,Bayan,Municipality,Buruanga,Buruanga,buruanga-060405,060405,,060400,Aklan,Aklan,,,,15,,11.85,121.9
060406,3,Bayan,Municipality,Ibajay,Ibajay,ibajay-060406,060406,,060400,Aklan,Aklan,,,,35,,11.817,122.167
060407,3,Bayan,Municipality,Kalibo,Kalibo,kalibo-060407,060407,,060400,Aklan,Aklan,,,,16,,11.7,122.367
060408,3,Bayan,Municipality,Lezo,Lezo,lezo-060408,060408,,060400,Aklan,Aklan,,,,12,,11.667,122.333
060409,3,Bayan,Municipality,Libacao,Libacao,libacao-060409,060409,,060400,Aklan,Aklan,,,,24,,11.483,122.3
060410,3,Bayan,Municipality,Madalag,Madalag,madalag-060410,060410,,060400,Aklan,Aklan,,,,25,,11.517,122.3
060411,3,Bayan,Municipality,Makato,Makato,makato-060411,060411,,060400,Aklan,Aklan,,,,18,,11.7,122.283
060412,3,Bayan,Municipality,Malay,Malay,malay-060412,060412,,060400,Aklan,Aklan,,,,17,,11.9,121.9083
060413,3,Bayan,Municipality,Malinao,Malinao,malinao-060413,060413,,060400,Aklan,Aklan,,,,23,,11.65,122.3
060414,3,Bayan,Municipality,Nabas,Nabas,nabas-060414,060414,,060400,Aklan,Aklan,,,,20,,11.833,122.083
060415,3,Bayan,Municipality,New Washington,New Washington,new-washington-060415,060415,,060400,Aklan,Aklan,,,,16,,11.65,122.433
060416,3,Bayan,Municipality,Numancia,Numancia,numancia-060416,060416,,060400,Aklan,Aklan,,,,17,,11.7,122.333
060417,3,Bayan,Municipality,Tangalan,Tangalan,tangalan-060417,060417,,060400,Aklan,Aklan,,,,15,,11.767,122.25
060600,2,Lalawigan,Province,Antique,Antique,antique-060600,060600,,R06,Western Visayas,Western Visayas,,,18,590,,11.2709,122.1031
060601,3,Bayan,Municipality,Anini-Y,Anini-Y,anini-y-060601,060601,,060600,Antique,Antique,,,,23,,10.433,121.933
060602,3,Bayan,Municipality,Barbaza,Barbaza,barbaza-060602,060602,,060600,Antique,Antique,,,,39,,11.2,122.05
060603,3,Bayan,Municipality,Belison,Belison,belison-060603,060603,,060600,Antique,Antique,,,,11,,10.717,122.267
060604,3,Bayan,Municipality,Bugasong,Bugasong,bugasong-060604,060604,,060600,Antique,Antique,,,,27,,11.05,122.067
060605,3,Bayan,Municipality,Caluya,Caluya,caluya-060605,060605,,060600,Antique,Antique,,,,18,,11.9,121.517
060606,3,Bayan,Municipality,Culasi,Culasi,culasi-060606,060606,,060600,Antique,Antique,,,,44,,11.417,122.067
060607,3,Bayan,Municipality,Tobias Fornier (Dao),Tobias Fornier (Dao),tobias-fornier-dao-060607,060607,,060600,Antique,Antique,,,,50,,11.4,122.683
060608,3,Bayan,Municipality,Hamtic,Hamtic,hamtic-060608,060608,,060600,Antique,Antique,,,,47,,10.7,121.983
060609,3,Bayan,Municipality,Laua-An,Laua-An,laua-an-060609,060609,,060600,Antique,Antique,,,,40,,11.15,122.05
060610,3,Bayan,Municipality,Libertad,Libertad,libertad-060610,060610,,060600,Antique,Antique,,,,19,,11.783,121.917
060611,3,Bayan,Municipality,Pandan,Pandan,pandan-060611,060611,,060600,Antique,Antique,,,,34,,11.717,122.1
060612,3,Bayan,Municipality,Patnongon,Patnongon,patnongon-060612,060612,,060600,Antique,Antique,,,,36,,10.917,121.983
060613,3,Bayan,Municipality,San Jose,San Jose,san-jose-060613,060613,,060600,Antique,Antique,,,,28,,10.75,121.95
060614,3,Bayan,Municipality,San Remigio,San Remigio,san-remigio-060614,060614,,060600,Antique,Antique,,,,45,,10.88,122.12
