id,level,level_name.local,level_name.en,name.local,name.en,name.slug,code.id,code.iso,parent.id,parent.name.local,parent.name.en,children_count.region,children_count.province,children_count.municipality,children_count.barangay,zip_codes,geo.lat,geo.lon
083700,2,Lalawigan,Province,Leyte,Leyte,leyte-083700,083700,,R08,Eastern Visayas,Eastern Visayas,,,43,1641,,12.1183,123.3465
083701,3,Bayan,Municipality,Abuyog,Abuyog,abuyog-083701,083701,,083700,Leyte,Leyte,,,,63,,10.733,125.017
083702,3,Bayan,Municipality,Alangalang,Alangalang,alangalang-083702,083702,,083700,Leyte,Leyte,,,,54,,11.2,124.85
083703,3,Bayan,Municipality,Albuera,Albuera,albuera-083703,083703,,083700,Leyte,Leyte,,,,16,,10.917,124.7
083705,3,Bayan,Municipality,Babatngon,Babatngon,babatngon-083705,083705,,083700,Leyte,Leyte,,,,25,,11.417,124.85
083706,3,Bayan,Municipality,Barugo,Barugo,barugo-083706,083706,,083700,Leyte,Leyte,,,,37,,11.317,124.733
083707,3,Bayan,Municipality,Bato,Bato,bato-083707,083707,,083700,Leyte,Leyte,,,,32,,11.5,124.45
083708,3,Bayan,Municipality,Baybay,Baybay,baybay-083708,083708,,083700,Leyte,Leyte,,,,92,,10.683,124.8
083710,3,Bayan,Municipality,Burauen,Burauen,burauen-083710,083710,,083700,Leyte,Leyte,,,,77,,10.983,124.9
083713,3,Bayan,Municipality,Calubian,Calubian,calubian-083713,083713,,083700,Leyte,Leyte,,,,53,,11.45,124.417
083714,3,Bayan,Municipality,Capoocan,Capoocan,capoocan-083714,083714,,083700,Leyte,Leyte,,,,21,,11.283,124.65
083715,3,Bayan,Municipality,Carigara,Carigara,carigara-083715,083715,,083700,Leyte,Leyte,,,,49,,11.3,124.683
083717,3,Bayan,Municipality,Dagami,Dagami,dagami-083717,083717,,083700,Leyte,Leyte,,,,65,,11.06111,124.90306
083718,3,Bayan,Municipality,Dulag,Dulag,dulag-083718,083718,,083700,Leyte,Leyte,,,,45,,10.95,125.033
083719,3,Bayan,Municipality,Hilongos,Hilongos,hilongos-083719,083719,,083700,Leyte,Leyte,,,,51,,10.367,124.75
083720,3,Bayan,Municipality,Hindang,Hindang,hindang-083720,083720,,083700,Leyte,Leyte,,,,20,,10.45,124.8
083721,3,Bayan,Municipality,Inopacan,Inopacan,inopacan-083721,083721,,083700,Leyte,Leyte,,,,20,,10.5,124.75
083722,3,Bayan,Municipality,Isabel,Isabel,isabel-083722,083722,,083700,Leyte,Leyte,,,,24,,10.933,124.433
083723,3,Bayan,Municipality,Jaro,Jaro,jaro-083723,083723,,083700,Leyte,Leyte,,,,46,,11.183,124.783
083724,3,Bayan,Municipality,Javier (Bugho),Javier (Bugho),javier-bugho-083724,083724,,083700,Leyte,Leyte,,,,28,,10.8,124.933
083725,3,Bayan,Municipality,Julita,Julita,julita-083725,083725,,083700,Leyte,Leyte,,,,26,,11.4828,124.5047
083726,3,Bayan,Municipality,Kananga,Kananga,kananga-083726,083726,,083700,Leyte,Leyte,,,,23,,11.183,124.567
083728,3,Bayan,Municipality,La Paz,La Paz,la-paz-083728,083728,,083700,Leyte,Leyte,,,,35,,9.5833,123.1167
083729,3,Bayan,Municipality,Leyte,Leyte,leyte-083729,083729,,083700,Leyte,Leyte,,,,30,,11.367,124.483
083730,3,Bayan,Municipality,Macarthur,Macarthur,macarthur-083730,083730,,083700,Leyte,Leyte,,,,31,,10.85,124.95
083731,3,Bayan,Municipality,Mahaplag,Mahaplag,mahaplag-083731,083731,,083700,Leyte,Leyte,,,,28,,10.583,124.983
083733,3,Bayan,Municipality,Matag-Ob,Matag-Ob,matag-ob-083733,083733,,083700,Leyte,Leyte,,,,21,,11.117,124.467
083734,3,Bayan,Municipality,Matalom,Matalom,matalom-083734,083734,,083700,Leyte,Leyte,,,,30,,10.283,124.8
083735,3,Bayan,Municipality,Mayorga,Mayorga,mayorga-083735,083735,,083700,Leyte,Leyte,,,,16,,10.9,125
083736,3,Bayan,Municipality,Merida,Merida,merida-083736,083736,,083700,Leyte,Leyte,,,,22,,10.917,124.533
083738,3,Bayan,Municipality,Ormoc City,Ormoc City,ormoc-city-083738,083738,,083700,Leyte,Leyte,,,,110,,11.02,124.62
083739,3,Bayan,Municipality,Palo,Palo,palo-083739,083739,,083700,Leyte,Leyte,,,,33,,11.1575,124.99083
083740,3,Bayan,Municipality,Palompon,Palompon,palompon-083740,083740,,083700,Leyte,Leyte,,,,50,,11.05,124.383
083741,3,Bayan,Municipality,Pastrana,Pastrana,pastrana-083741,083741,,083700,Leyte,Leyte,,,,29,,11.133,124.883
083742,3,Bayan,Municipality,San Isidro,San Isidro,san-isidro-083742,083742,,083700,Leyte,Leyte,,,,19,,12.4593,123.2659
083743,3,Bayan,Municipality,San Miguel,San Miguel,san-miguel-083743,083743,,083700,Leyte,Leyte,,,,21,,7.65,123.267
083744,3,Bayan,Municipality,Santa Fe,Santa Fe,santa-fe-083744,083744,,083700,Leyte,Leyte,,,,20,,9.3369,125.9433
083745,3,Bayan,Municipality,Tabango,Tabango,tabango-083745,083745,,083700,Leyte,Leyte,,,,13,,11.317,124.367
083746,3,Bayan,Municipality,Tabontabon,Tabontabon,tabontabon-083746,083746,,083700,Leyte,Leyte,,,,16,,11.03,124.97
083747,3,Bayan,Municipality,Tacloban City,Tacloban City,tacloban-city-083747,083747,,083700,Leyte,Leyte,,,,138,,12.1183,123.3465
083748,3,Bayan,Municipality,Tanauan,Tanauan,tanauan-083748,083748,,083700,Leyte,Leyte,,,,54,,11.12,125.02
083749,3,Bayan,Municipality,Tolosa,Tolosa,tolosa-083749,083749,,083700,Leyte,Leyte,,,,15,,11.033,125.017
083750,3,Bayan,Municipality,Tunga,Tunga,tunga-083750,083750,,083700,Leyte,Leyte,,,,8,,11.25,124.75
083751,3,Bayan,Municipality,Villaba,Villaba,villaba-083751,083751,,083700,Leyte,Leyte,,,,35,,11.217,124.4
084800,2,Lalawigan,Province,Northern Samar,Northern Samar,northern-samar-084800,084800,,R08,Eastern Visayas,Eastern Visayas,,,24,569,,12.523,124.0939
084801,3,Bayan,Municipality,Allen,Allen,allen-084801,084801,,084800,Northern Samar,Northern Samar,,,,20,,12.5,124.283
084802,3,Bayan,Municipality,Biri,Biri,biri-084802,084802,,084800,Northern Samar,Northern Samar,,,,8,,12.667,124.383
084803,3,Bayan,Municipality,Bobon,Bobon,bobon-084803,084803,,084800,Northern Samar,Northern Samar,,,,18,,12.517,124.567
084804,3,Bayan,Municipality,Capul,Capul,capul-084804,084804,,084800,Northern Samar,Northern Samar,,,,12,,12.417,124.183
084805,3,Bayan,Municipality,Catarman,Catarman,catarman-084805,084805,,084800,Northern Samar,Northern Samar,,,,55,,12.45,124.65
084806,3,Bayan,Municipality,Catubig,Catubig,catubig-084806,084806,,084800,Northern Samar,Northern Samar,,,,47,,12.4,125.05
084807,3,Bayan,Municipality,Gamay,Gamay,gamay-084807,084807,,084800,Northern Samar,Northern Samar,,,,26,,12.383,125.3
084808,3,Bayan,Municipality,Laoang,Laoang,laoang-084808,084808,,084800,Northern Samar,Northern Samar,,,,56,,12.567,125.017
084809,3,Bayan,Municipality,Lapinig,Lapinig,lapinig-084809,084809,,084800,Northern Samar,Northern Samar,,,,15,,12.0833,125.0167
084810,3,Bayan,Municipality,Las Navas,Las Navas,las-navas-084810,084810,,084800,Northern Samar,Northern Samar,,,,53,,12.3458,124.7833
084811,3,Bayan,Municipality,Lavezares,Lavezares,lavezares-084811,084811,,084800,Northern Samar,Northern Samar,,,,26,,12.533,124.333
084812,3,Bayan,Municipality,Mapanas,Mapanas,mapanas-084812,084812,,084800,Northern Samar,Northern Samar,,,,13,,12.4167,125
084813,3,Bayan,Municipality,Mondragon,Mondragon,mondragon-084813,084813,,084800,Northern Samar,Northern Samar,,,,24,,12.517,124.75
084814,3,Bayan,Municipality,Palapag,Palapag,palapag-084814,084814,,084800,Northern Samar,Northern Samar,,,,32,,12.55,124.5
084815,3,Bayan,Municipality,Pambujan,Pambujan,pambujan-084815,084815,,084800,Northern Samar,Northern Samar,,,,26,,12.567,124.933
084816,3,Bayan,Municipality,Rosario,Rosario,rosario-084816,084816,,084800,Northern Samar,Northern Samar,,,,11,,12.517,124.417
084817,3,Bayan,Municipality,San Antonio,San Antonio,san-antonio-084817,084817,,084800,Northern Samar,Northern Samar,,,,10,,12.417,124.267
084818,3,Bayan,Municipality,San Isidro,San Isidro,san-isidro-084818,084818,,084800,Northern Samar,Northern Samar,,,,14,,12.4593,123.2659
084819,3,Bayan,Municipality,San Jose,San Jose,san-jose-084819,084819,,084800,Northern Samar,Northern Samar,,,,16,,13.2101,123.4706
084820,3,Bayan,Municipality,San Roque,San Roque,san-roque-084820,084820,,084800,Northern Samar,Northern Samar,,,,16,,12.45,124.6333
084821,3,Bayan,Municipality,San Vicente,San Vicente,san-vicente-084821,084821,,084800,Northern Samar,Northern Samar,,,,7,,12.35,124.05
084822,3,Bayan,Municipality,Silvino Lobos,Silvino Lobos,silvino-lobos-084822,084822,,084800,Northern Samar,Northern Samar,,,,26,,12.3,124.833
084823,3,Bayan,Municipality,Victoria,Victoria,victoria-084823,084823,,084800,Northern Samar,Northern Samar,,,,16,,12.45,124.317
084824,3,Bayan,Municipality,Lope De Vega,Lope De Vega,lope-de-vega-084824,084824,,084800,Northern Samar,Northern Samar,,,,22,,12.3,124.617
086000,2,Lalawigan,Province,Samar (Western Samar),Samar (Western Samar),samar-western-samar-086000,086000,,R08,Eastern Visayas,Eastern Visayas,,,26,951,,12.1457,123.7556
086001,3,Bayan,Municipality,Almagro,Almagro,almagro-086001,086001,,086000,Samar (Western Samar),Samar (Western Samar),,,,23,,11.917,124.283
086002,3,Bayan,Municipality,Basey,Basey,basey-086002,086002,,086000,Samar (Western Samar),Samar (Western Samar),,,,51,,11.283,125.067
086003,3,Bayan,Municipality,Calbayog City,Calbayog City,calbayog-city-086003,086003,,086000,Samar (Western Samar),Samar (Western Samar),,,,157,,12.07,124.6
086004,3,Bayan,Municipality,Calbiga,Calbiga,calbiga-086004,086004,,086000,Samar (Western Samar),Samar (Western Samar),,,,41,,11.633,125.017
086005,3,Bayan,Municipality,Catbalogan,Catbalogan,catbalogan-086005,086005,,086000,Samar (Western Samar),Samar (Western Samar),,,,57,,11.783,124.883
086006,3,Bayan,Municipality,Daram,Daram,daram-086006,086006,,086000,Samar (Western Samar),Samar (Western Samar),,,,58,,11.633,124.783
086007,3,Bayan,Municipality,Gandara,Gandara,gandara-086007,086007,,086000,Samar (Western Samar),Samar (Western Samar),,,,69,,12.017,124.817
086008,3,Bayan,Municipality,Hinabangan,Hinabangan,hinabangan-086008,086008,,086000,Samar (Western Samar),Samar (Western Samar),,,,21,,11.7,125.067
086009,3,Bayan,Municipality,Jiabong,Jiabong,jiabong-086009,086009,,086000,Samar (Western Samar),Samar (Western Samar),,,,34,,11.767,124.95
086010,3,Bayan,Municipality,Marabut,Marabut,marabut-086010,086010,,086000,Samar (Western Samar),Samar (Western Samar),,,,24,,11.117,125.217
086011,3,Bayan,Municipality,Matuguinao,Matuguinao,matuguinao-086011,086011,,086000,Samar (Western Samar),Samar (Western Samar),,,,20,,12.15,124.883
086012,3,Bayan,Municipality,Motiong,Motiong,motiong-086012,086012,,086000,Samar (Western Samar),Samar (Western Samar),,,,30,,11.783,125
086013,3,Bayan,Municipality,Pinabacdao,Pinabacdao,pinabacdao-086013,086013,,086000,Samar (Western Samar),Samar (Western Samar),,,,24,,11.617,124.983
086014,3,Bayan,Municipality,San Jose De Buan,San Jose De Buan,san-jose-de-buan-086014,086014,,086000,Samar (Western Samar),Samar (Western Samar),,,,14,,12.05,125.07
086015,3,Bayan,Municipality,San Sebastian,San Sebastian,san-sebastian-086015,086015,,086000,Samar (Western Samar),Samar (Western Samar),,,,14,,15.4724,120.5893
086016,3,Bayan,Municipality,Santa Margarita,Santa Margarita,santa-margarita-086016,086016,,086000,Samar (Western Samar),Samar (Western Samar),,,,36,,12.033,124.667
086017,3,Bayan,Municipality,Santa Rita,Santa Rita,santa-rita-086017,086017,,086000,Samar (Western Samar),Samar (Western Samar),,,,38,,11.467,124.95
086018,3,Bayan,Municipality,Santo Niño,Santo Niño,santo-nio-086018,086018,,086000,Samar (Western Samar),Samar (Western Samar),,,,13,,6.433,124.683
086019,3,Bayan,Municipality,Talalora,Talalora,talalora-086019,086019,,086000,Samar (Western Samar),Samar (Western Samar),,,,11,,11.517,124.85
086020,3,Bayan,Municipality,Tarangnan,Tarangnan,tarangnan-086020,086020,,086000,Samar (Western Samar),Samar (Western Samar),,,,41,,11.9,124.75
086021,3,Bayan,Municipality,Villareal,Villareal,villareal-086021,086021,,086000,Samar (Western Samar),Samar (Western Samar),,,,38,,11.567,124.933
086022,3,Bayan,Municipality,Paranas (Wright),Paranas (Wright),paranas-wright-086022,086022,,086000,Samar (Western Samar),Samar (Western Samar),,,,44,,11.85,125.117
086023,3,Bayan,Municipality,Zumarraga,Zumarraga,zumarraga-086023,086023,,086000,Samar (Western Samar),Samar (Western Samar),,,,25,,11.633,124.85
086024,3,Bayan,Municipality,Tagapul-An,Tagapul-An,tagapul-an-086024,086024,,086000,Samar (Western Samar),Samar (Western Samar),,,,14,,12.05,124.15
086025,3,Bayan,Municipality,San Jorge,San Jorge,san-jorge-086025,086025,,086000,Samar (Western Samar),Samar (Western Samar),,,,41,,11.983,124.817
086026,3,Bayan,Municipality,Pagsanghan,Pagsanghan,pagsanghan-086026,086026,,086000,Samar (Western Samar),Samar (Western Samar),,,,13,,11.967,124.8
086400,2,Lalawigan,Province,Southern Leyte,Southern Leyte,southern-leyte-086400,086400,,R08,Eastern Visayas,Eastern Visayas,,,19,500,,10.6623,124.3661
086401,3,Bayan,Municipality,Anahawan,Anahawan,anahawan-086401,086401,,086400,Southern Leyte,Southern Leyte,,,,14,,10.283,125.25
086402,3,Bayan,Municipality,Bontoc,Bontoc,bontoc-086402,086402,,086400,Southern Leyte,Southern Leyte,,,,40,,10.35,124.967
086403,3,Bayan,Municipality,Hinunangan,Hinunangan,hinunangan-086403,086403,,086400,Southern Leyte,Southern Leyte,,,,40,,10.4,125.2
086404,3,Bayan,Municipality,Hinundayan,Hinundayan,hinundayan-086404,086404,,086400,Southern Leyte,Southern Leyte,,,,17,,10.35,125.25
086405,3,Bayan,Municipality,Libagon,Libagon,libagon-086405,086405,,086400,Southern Leyte,Southern Leyte,,,,14,,10.3,125.05
086406,3,Bayan,Municipality,Liloan,Liloan,liloan-086406,086406,,086400,Southern Leyte,Southern Leyte,,,,24,,10.15,125.133
086407,3,Bayan,Municipality,Maasin,Maasin,maasin-086407,086407,,086400,Southern Leyte,Southern Leyte,,,,70,,10.883,122.433
086408,3,Bayan,Municipality,Macrohon,Macrohon,macrohon-086408,086408,,086400,Southern Leyte,Southern Leyte,,,,30,,10.083,124.95
086409,3,Bayan,Municipality,Malitbog,Malitbog,malitbog-086409,086409,,086400,Southern Leyte,Southern Leyte,,,,37,,10.15,125
086410,3,Bayan,Municipality,Padre Burgos,Padre Burgos,padre-burgos-086410,086410,,086400,Southern Leyte,Southern Leyte,,,,11,,10.033,125.017
086411,3,Bayan,Municipality,Pintuyan,Pintuyan,pintuyan-086411,086411,,086400,Southern Leyte,Southern Leyte,,,,23,,9.95,125.25
086412,3,Bayan,Municipality,Saint Bernard,Saint Bernard,saint-bernard-086412,086412,,086400,Southern Leyte,Southern Leyte,,,,30,,10.283,125.133
086413,3,Bayan,Municipality,San Francisco,San Francisco,san-francisco-086413,086413,,086400,Southern Leyte,Southern Leyte,,,,22,,10.067,125.167
086414,3,Bayan,Municipality,San Juan (Cabalian),San Juan (Cabalian),san-juan-cabalian-086414,086414,,086400,Southern Leyte,Southern Leyte,,,,18,,10.267,125.183
086415,3,Bayan,Municipality,San Ricardo,San Ricardo,san-ricardo-086415,086415,,086400,Southern Leyte,Southern Leyte,,,,15,,9.917,125.283
086416,3,Bayan,Municipality,Silago,Silago,silago-086416,086416,,086400,Southern Leyte,Southern Leyte,,,,15,,10.533,125.15
086417,3,Bayan,Municipality,Sogod,Sogod,sogod-086417,086417,,086400,Southern Leyte,Southern Leyte,,,,45,,10.383,124.983
086418,3,Bayan,Municipality,Tomas Oppus,Tomas Oppus,tomas-oppus-086418,086418,,086400,Southern Leyte,Southern Leyte,,,,29,,10.25,124.983
086419,3,Bayan,Municipality,Limasawa,Limasawa,limasawa-086419,086419,,086400,Southern Leyte,Southern Leyte,,,,6,,9.93333,125.07222
087800,2,Lalawigan,Province,Biliran,Biliran,biliran-087800,087800,,R08,Eastern Visayas,Eastern Visayas,,,8,132,,11.9376,123.9133
087801,3,Bayan,Municipality,Almeria,Almeria,almeria-087801,087801,,087800,Biliran,Biliran,,,,13,,11.617,124.383
087802,3,Bayan,Municipality,Biliran,Biliran,biliran-087802,087802,,087800,Biliran,Biliran,,,,11,,11.467,124.483
087803,3,Bayan,Municipality,Cabucgayan,Cabucgayan,cabucgayan-087803,087803,,087800,Biliran,Biliran,,,,13,,11.483,124.567
087804,3,Bayan,Municipality,Caibiran,Caibiran,caibiran-087804,087804,,087800,Biliran,Biliran,,,,17,,11.567,124.583
087805,3,Bayan,Municipality,Culaba,Culaba,culaba-087805,087805,,087800,Biliran,Biliran,,,,17,,11.65,124.533
087806,3,Bayan,Municipality,Kawayan,Kawayan,kawayan-087806,087806,,087800,Biliran,Biliran,,,,20,,11.683,124.367
087807,3,Bayan,Municipality,Maripipi,Maripipi,maripipi-087807,087807,,087800,Biliran,Biliran,,,,15,,11.783,124.333
087808,3,Bayan,Municipality,Naval,Naval,naval-087808,087808,,087800,Biliran,Biliran,,,,26,,11.583,124.45
097200,2,Lalawigan,Province,Zamboanga del Norte,Zamboanga del Norte,zamboanga-del-norte-097200,097200,,R09,Zamboanga Peninsula,Zamboanga Peninsula,,,27,691,,9.4852,122.8253
097201,3,Bayan,Municipality,Dapitan City,Dapitan City,dapitan-city-097201,097201,,097200,Zamboanga del Norte,Zamboanga del Norte,,,,50,,8.65,123.417
097202,3,Bayan,Municipality,Dipolog City,Dipolog City,dipolog-city-097202,097202,,097200,Zamboanga del Norte,Zamboanga del Norte,,,,21,,8.567,123.333
097203,3,Bayan,Municipality,Katipunan,Katipunan,katipunan-097203,097203,,097200,Zamboanga del Norte,Zamboanga del Norte,,,,30,,8.433,123.283
097204,3,Bayan,Municipality,La Libertad,La Libertad,la-libertad-097204,097204,,097200,Zamboanga del Norte,Zamboanga del Norte,,,,13,,8.45,123.5
097205,3,Bayan,Municipality,Labason,Labason,labason-097205,097205,,097200,Zamboanga del Norte,Zamboanga del Norte,,,,20,,8.067,122.517
097206,3,Bayan,Municipality,Liloy,Liloy,liloy-097206,097206,,097200,Zamboanga del Norte,Zamboanga del Norte,,,,37,,8.117,122.667
097207,3,Bayan,Municipality,Manukan,Manukan,manukan-097207,097207,,097200,Zamboanga del Norte,Zamboanga del Norte,,,,22,,8.533,123.1
097208,3,Bayan,Municipality,Mutia,Mutia,mutia-097208,097208,,097200,Zamboanga del Norte,Zamboanga del Norte,,,,16,,8.433,123.467
097209,3,Bayan,Municipality,Piñan (New Piñan),Piñan (New Piñan),pian-new-pian-097209,097209,,097200,Zamboanga del Norte,Zamboanga del Norte,,,,22,,8.4,123.433
097210,3,Bayan,Municipality,Polanco,Polanco,polanco-097210,097210,,097200,Zamboanga del Norte,Zamboanga del Norte,,,,30,,8.533,123.367
097211,3,Bayan,Municipality,Pres. Manuel A. Roxas,Pres. Manuel A. Roxas,pres-manuel-a-roxas-097211,097211,,097200,Zamboanga del Norte,Zamboanga del Norte,,,,31,,8.0833,123.1333
097212,3,Bayan,Municipality,Rizal,Rizal,rizal-097212,097212,,097200,Zamboanga del Norte,Zamboanga del Norte,,,,22,,8.583,123.533
097213,3,Bayan,Municipality,Salug,Salug,salug-097213,097213,,097200,Zamboanga del Norte,Zamboanga del Norte,,,,23,,8.033,122.833
097214,3,Bayan,Municipality,Sergio Osmeña Sr.,Sergio Osmeña Sr.,sergio-osmea-sr-097214,097214,,097200,Zamboanga del Norte,Zamboanga del Norte,,,,39,,8.267,123.383
097215,3,Bayan,Municipality,Siayan,Siayan,siayan-097215,097215,,097200,Zamboanga del Norte,Zamboanga del Norte,,,,22,,8.133,123.1
097216,3,Bayan,Municipality,Sibuco,Sibuco,sibuco-097216,097216,,097200,Zamboanga del Norte,Zamboanga del Norte,,,,28,,7.283,122.067
097217,3,Bayan,Municipality,Sibutad,Sibutad,sibutad-097217,097217,,097200,Zamboanga del Norte,Zamboanga del Norte,,,,16,,8.6,123.467
097218,3,Bayan,Municipality,Sindangan,Sindangan,sindangan-097218,097218,,097200,Zamboanga del Norte,Zamboanga del Norte,,,,52,,8.233,123
097219,3,Bayan,Municipality,Siocon,Siocon,siocon-097219,097219,,097200,Zamboanga del Norte,Zamboanga del Norte,,,,26,,7.7,122.133
097220,3,Bayan,Municipality,Sirawai,Sirawai,sirawai-097220,097220,,097200,Zamboanga del Norte,Zamboanga del Norte,,,,34,,7.583,122.133
097221,3,Bayan,Municipality,Tampilisan,Tampilisan,tampilisan-097221,097221,,097200,Zamboanga del Norte,Zamboanga del Norte,,,,20,,8.017,122.683
097222,3,Bayan,Municipality,Jose Dalman (Ponot),Jose Dalman (Ponot),jose-dalman-ponot-097222,097222,,097200,Zamboanga del Norte,Zamboanga del Norte,,,,18,,8.45,123.033
097223,3,Bayan,Municipality,Gutalac,Gutalac,gutalac-097223,097223,,097200,Zamboanga del Norte,Zamboanga del Norte,,,,33,,7.983,122.4
097224,3,Bayan,Municipality,Baliguian,Baliguian,baliguian-097224,097224,,097200,Zamboanga del Norte,Zamboanga del Norte,,,,17,,7.817,122.25
097225,3,Bayan,Municipality,Godod,Godod,godod-097225,097225,,097200,Zamboanga del Norte,Zamboanga del Norte,,,,17,,8,122.817
097226,3,Bayan,Municipality,Bacungan (Leon T. Postigo),Bacungan (Leon T. Postigo),bacungan-leon-t-postigo-097226,097226,,097200,Zamboanga del Norte,Zamboanga del Norte,,,,18,,8.083,122.933
097227,3,Bayan,Municipality,Kalawit,Kalawit,kalawit-097227,097227,,097200,Zamboanga del Norte,Zamboanga del Norte,,,,14,,7.933,122.533
097300,2,Lalawigan,Province,Zamboanga del Sur,Zamboanga del Sur,zamboanga-del-sur-097300,097300,,R09,Zamboanga Peninsula,Zamboanga Peninsula,,,28,779,,9.3723,122.9306
097302,3,Bayan,Municipality,Aurora,Aurora,aurora-097302,097302,,097300,Zamboanga del Sur,Zamboanga del Sur,,,,44,,7.95,123.583
097303,3,Bayan,Municipality,Bayog,Bayog,bayog-097303,097303,,097300,Zamboanga del Sur,Zamboanga del Sur,,,,28,,7.867,123.033
097305,3,Bayan,Municipality,Dimataling,Dimataling,dimataling-097305,097305,,097300,Zamboanga del Sur,Zamboanga del Sur,,,,24,,7.533,123.367
097306,3,Bayan,Municipality,Dinas,Dinas,dinas-097306,097306,,097300,Zamboanga del Sur,Zamboanga del Sur,,,,30,,7.633,123.3
097307,3,Bayan,Municipality,Dumalinao,Dumalinao,dumalinao-097307,097307,,097300,Zamboanga del Sur,Zamboanga del Sur,,,,30,,7.817,123.367
097308,3,Bayan,Municipality,Dumingag,Dumingag,dumingag-097308,097308,,097300,Zamboanga del Sur,Zamboanga del Sur,,,,44,,8.167,123.35
097311,3,Bayan,Municipality,Kumalarang,Kumalarang,kumalarang-097311,097311,,097300,Zamboanga del Sur,Zamboanga del Sur,,,,18,,7.75,123.15
097312,3,Bayan,Municipality,Labangan,Labangan,labangan-097312,097312,,097300,Zamboanga del Sur,Zamboanga del Sur,,,,25,,7.867,123.517
097313,3,Bayan,Municipality,Lapuyan,Lapuyan,lapuyan-097313,097313,,097300,Zamboanga del Sur,Zamboanga del Sur,,,,26,,7.633,123.2
097315,3,Bayan,Municipality,Mahayag,Mahayag,mahayag-097315,097315,,097300,Zamboanga del Sur,Zamboanga del Sur,,,,29,,8.133,123.383
097317,3,Bayan,Municipality,Margosatubig,Margosatubig,margosatubig-097317,097317,,097300,Zamboanga del Sur,Zamboanga del Sur,,,,17,,7.583,123.167
097318,3,Bayan,Municipality,Midsalip,Midsalip,midsalip-097318,097318,,097300,Zamboanga del Sur,Zamboanga del Sur,,,,33,,8,123.267
097319,3,Bayan,Municipality,Molave,Molave,molave-097319,097319,,097300,Zamboanga del Sur,Zamboanga del Sur,,,,25,,8.083,123.483
097322,3,Bayan,Municipality,Pagadian City,Pagadian City,pagadian-city-097322,097322,,097300,Zamboanga del Sur,Zamboanga del Sur,,,,54,,7.83,123.43
097323,3,Bayan,Municipality,Ramon Magsaysay (Liargo),Ramon Magsaysay (Liargo),ramon-magsaysay-liargo-097323,097323,,097300,Zamboanga del Sur,Zamboanga del Sur,,,,27,,8,123.483
097324,3,Bayan,Municipality,San Miguel,San Miguel,san-miguel-097324,097324,,097300,Zamboanga del Sur,Zamboanga del Sur,,,,18,,7.65,123.267
097325,3,Bayan,Municipality,San Pablo,San Pablo,san-pablo-097325,097325,,097300,Zamboanga del Sur,Zamboanga del Sur,,,,28,,7.65,123.45
097327,3,Bayan,Municipality,Tabina,Tabina,tabina-097327,097327,,097300,Zamboanga del Sur,Zamboanga del Sur,,,,15,,7.467,123.417
097328,3,Bayan,Municipality,Tambulig,Tambulig,tambulig-097328,097328,,097300,Zamboanga del Sur,Zamboanga del Sur,,,,31,,8.067,123.533
097330,3,Bayan,Municipality,Tukuran,Tukuran,tukuran-097330,097330,,097300,Zamboanga del Sur,Zamboanga del Sur,,,,25,,7.85,123.583
097332,3,Bayan,Municipality,Zamboanga City,Zamboanga City,zamboanga-city-097332,097332,,097300,Zamboanga del Sur,Zamboanga del Sur,,,,98,,9.3416,122.8419
097333,3,Bayan,Municipality,Lakewood,Lakewood,lakewood-097333,097333,,097300,Zamboanga del Sur,Zamboanga del Sur,,,,14,,7.85,123.167
097337,3,Bayan,Municipality,Josefina,Josefina,josefina-097337,097337,,097300,Zamboanga del Sur,Zamboanga del Sur,,,,14,,8.2,123.533
097338,3,Bayan,Municipality,Pitogo,Pitogo,pitogo-097338,097338,,097300,Zamboanga del Sur,Zamboanga del Sur,,,,15,,7.45,123.317
097340,3,Bayan,Municipality,Sominot (Don Mariano Marcos),Sominot (Don Mariano Marcos),sominot-don-mariano-marcos-097340,097340,,097300,Zamboanga del Sur,Zamboanga del Sur,,,,18,,8.017,123.367
097341,3,Bayan,Municipality,Vincenzo A. Sagun,Vincenzo A. Sagun,vincenzo-a-sagun-097341,097341,,097300,Zamboanga del Sur,Zamboanga del Sur,,,,14,,7.517,123.167
097343,3,Bayan,Municipality,Guipos,Guipos,guipos-097343,097343,,097300,Zamboanga del Sur,Zamboanga del Sur,,,,17,,7.733,123.317
097344,3,Bayan,Municipality,Tigbao,Tigbao,tigbao-097344,097344,,097300,Zamboanga del Sur,Zamboanga del Sur,,,,18,,7.817,123.283
098300,2,Lalawigan,Province,Zamboanga Sibugay,Zamboanga Sibugay,zamboanga-sibugay-098300,098300,,R09,Zamboanga Peninsula,Zamboanga Peninsula,,,16,389,,8.9491,122.6965
098301,3,Bayan,Municipality,Alicia,Alicia,alicia-098301,098301,,098300,Zamboanga Sibugay,Zamboanga Sibugay,,,,27,,7.50833,122.94167
098302,3,Bayan,Municipality,Buug,Buug,buug-098302,098302,,098300,Zamboanga Sibugay,Zamboanga Sibugay,,,,27,,7.733,123.067
098303,3,Bayan,Municipality,Diplahan,Diplahan,diplahan-098303,098303,,098300,Zamboanga Sibugay,Zamboanga Sibugay,,,,22,,7.717,123.017
098304,3,Bayan,Municipality,Imelda,Imelda,imelda-098304,098304,,098300,Zamboanga Sibugay,Zamboanga Sibugay,,,,18,,7.617,122.95
