id,name.local,name.en,name.slug,code.id,children_count.barangay,geo.lat,geo.lon
056202,Barcelona,Barcelona,barcelona-056202,056202,25,12.867,124.133
056203,Bulan,Bulan,bulan-056203,056203,63,12.667,123.883
056204,Bulusan,Bulusan,bulusan-056204,056204,24,12.75,124.117
056205,Casiguran,Casiguran,casiguran-056205,056205,25,12.867,124.017
056206,Castilla,Castilla,castilla-056206,056206,34,12.95,123.883
056207,Donsol,Donsol,donsol-056207,056207,51,12.917,123.6
056208,Gubat,Gubat,gubat-056208,056208,42,12.917,124.117
056209,Irosin,Irosin,irosin-056209,056209,28,12.7,124.033
056210,Juban,Juban,juban-056210,056210,25,12.85,123.983
056211,Magallanes,Magallanes,magallanes-056211,056211,34,12.833,123.85
056212,Matnog,Matnog,matnog-056212,056212,40,12.583,124.083
056213,Pilar,Pilar,pilar-056213,056213,49,12.933,123.683
056214,Prieto Diaz,Prieto Diaz,prieto-diaz-056214,056214,23,13.033,124.183
056215,Santa Magdalena,Santa Magdalena,santa-magdalena-056215,056215,14,12.65,124.1
056216,Sorsogon,Sorsogon,sorsogon-056216,056216,64,12.97,124
