id,name.local,name.en,name.slug,code.id,children_count.municipality,children_count.barangay,geo.lat,geo.lon
012800,Ilocos Norte,Ilocos Norte,ilocos-norte-012800,012800,23,557,17.6679,120.7347
012900,Ilocos Sur,Ilocos Sur,ilocos-sur-012900,012900,34,768,16.945,120.604
013300,La Union,La Union,la-union-013300,013300,20,576,16.2124,120.657
015500,Pangasinan,Pangasinan,pangasinan-015500,015500,48,1364,15.8555,120.4978
