id,name.local,name.en,name.slug,code.id,children_count.barangay,geo.lat,geo.lon
175201,Baco,Baco,baco-175201,175201,27,13.4125,121.12861
175202,Bansud,Bansud,bansud-175202,175202,13,12.833,121.367
175203,Bongabong,Bongabong,bongabong-175203,175203,36,12.717,121.367
175204,Bulalacao (San Pedro),Bulalacao (San Pedro),bulalacao-san-pedro-175204,175204,15,13.2751,123.8088
175205,Calapan,Calapan,calapan-175205,175205,62,13.4,121.183
175206,Gloria,Gloria,gloria-175206,175206,27,12.917,121.467
175207,Mansalay,Mansalay,mansalay-175207,175207,17,12.517,121.433
175208,Naujan,Naujan,naujan-175208,175208,70,13.317,121.3
175209,Pinamalayan,Pinamalayan,pinamalayan-175209,175209,37,13,121.417
175210,Pola,Pola,pola-175210,175210,23,13.14389,121.44
175211,Puerto Galera,Puerto Galera,puerto-galera-175211,175211,13,13.5,120.95
175212,Roxas,Roxas,roxas-175212,175212,20,12.583,121.5
175213,San Teodoro,San Teodoro,san-teodoro-175213,175213,8,13.433,121.017
175214,Socorro,Socorro,socorro-175214,175214,26,13.067,121.4
175215,Victoria,Victoria,victoria-175215,175215,32,13.367,121.2
