id,name.local,name.en,name.slug,code.id,children_count.barangay,geo.lat,geo.lon
042101,Alfonso,Alfonso,alfonso-042101,042101,32,14.14083,120.85389
042102,Amadeo,Amadeo,amadeo-042102,042102,26,14.167,120.917
042103,Bacoor City,Bacoor City,bacoor-city-042103,042103,73,14.45,120.95
042104,Carmona,Carmona,carmona-042104,042104,14,14.317,121.05
042105,Cavite City,Cavite City,cavite-city-042105,042105,84,14.483,120.9
042106,Dasmariñas,Dasmariñas,dasmarias-042106,042106,75,14.32639,120.93611
042123,Gen. Mariano Alvarez,Gen. Mariano Alvarez,gen-mariano-alvarez-042123,042123,27,14.3028,120.9933
042107,General Emilio Aguinaldo,General Emilio Aguinaldo,general-emilio-aguinaldo-042107,042107,14,14.183,120.8
042108,General Trias,General Trias,general-trias-042108,042108,33,14.383,120.883
042109,Imus City,Imus City,imus-city-042109,042109,97,14.4,120.933
042110,Indang,Indang,indang-042110,042110,36,14.19528,120.87694
042111,Kawit,Kawit,kawit-042111,042111,23,14.433,120.9
042112,Magallanes,Magallanes,magallanes-042112,042112,16,14.18833,120.7575
042113,Maragondon,Maragondon,maragondon-042113,042113,27,14.27333,120.73833
042114,Mendez (Mendez-Nuñez),Mendez (Mendez-Nuñez),mendez-mendez-nuez-042114,042114,24,14.12861,120.90583
042115,Naic,Naic,naic-042115,042115,30,14.317,120.767
042116,Noveleta,Noveleta,noveleta-042116,042116,16,14.433,120.883
042117,Rosario,Rosario,rosario-042117,042117,20,14.417,120.85
042118,Silang,Silang,silang-042118,042118,64,14.233,120.983
042119,Tagaytay City,Tagaytay City,tagaytay-city-042119,042119,34,14.1,120.933
042120,Tanza,Tanza,tanza-042120,042120,41,14.4,120.833
042121,Ternate,Ternate,ternate-042121,042121,10,14.283,120.717
042122,Trece Martires City,Trece Martires City,trece-martires-city-042122,042122,13,14.283,120.85
