id,name.local,name.en,name.slug,code.id,children_count.municipality,children_count.barangay,geo.lat,geo.lon
071200,Bohol,Bohol,bohol-071200,071200,48,1109,9.9594,124.0531
072200,Cebu,Cebu,cebu-072200,072200,53,1203,11.1211,123.2693
074600,Negros Oriental,Negros Oriental,negros-oriental-074600,074600,25,557,10.2858,122.9494
076100,Siquijor,Siquijor,siquijor-076100,076100,6,134,9.3735,123.4997
