id,name.local,name.en,name.slug,code.id,children_count.barangay,geo.lat,geo.lon
064501,Bacolod City,Bacolod City,bacolod-city-064501,064501,61,12.5323,122.343
064502,Bago City,Bago City,bago-city-064502,064502,24,13.8081,121.1175
064503,Binalbagan,Binalbagan,binalbagan-064503,064503,16,10.2,122.867
064504,Cadiz City,Cadiz City,cadiz-city-064504,064504,22,10.95,123.3
064505,Calatrava,Calatrava,calatrava-064505,064505,40,12.617,122.067
064506,Candoni,Candoni,candoni-064506,064506,9,9.8310444,122.6429806
064507,Cauayan,Cauayan,cauayan-064507,064507,25,13.2937,123.8982
064508,Enrique B. Magalona (Saravia),Enrique B. Magalona (Saravia),enrique-b-magalona-saravia-064508,064508,23,10.883,122.967
064509,Escalante,Escalante,escalante-064509,064509,21,10.833,123.5
064510,Himamaylan,Himamaylan,himamaylan-064510,064510,19,10.1,122.867
064511,Hinigaran,Hinigaran,hinigaran-064511,064511,24,10.267,122.85
064512,Hinoba-An (Asia),Hinoba-An (Asia),hinoba-an-asia-064512,064512,13,9.583,122.467
064513,Ilog,Ilog,ilog-064513,064513,15,10.033,122.767
064514,Isabela,Isabela,isabela-064514,064514,30,10.2,122.983
064515,Kabankalan,Kabankalan,kabankalan-064515,064515,32,9.983,122.817
064516,La Carlota City,La Carlota City,la-carlota-city-064516,064516,14,10.4167,122.9167
064517,La Castellana,La Castellana,la-castellana-064517,064517,13,10.35,123.067
064518,Manapla,Manapla,manapla-064518,064518,12,10.95,123.12
064519,Moises Padilla (Magallon),Moises Padilla (Magallon),moises-padilla-magallon-064519,064519,15,10.267,123.083
064520,Murcia,Murcia,murcia-064520,064520,23,10.6,123.03
064521,Pontevedra,Pontevedra,pontevedra-064521,064521,20,10.367,122.883
064522,Pulupandan,Pulupandan,pulupandan-064522,064522,20,10.517,122.8
064523,Sagay City,Sagay City,sagay-city-064523,064523,25,10.9,123.417
064532,Salvador Benedicto,Salvador Benedicto,salvador-benedicto-064532,064532,7,10.55,123.233
064524,San Carlos City,San Carlos City,san-carlos-city-064524,064524,18,11.6595,124.8321
064525,San Enrique,San Enrique,san-enrique-064525,064525,10,10.417,122.85
064526,Silay City,Silay City,silay-city-064526,064526,16,10.8,122.967
064527,Sipalay,Sipalay,sipalay-064527,064527,17,9.75,122.4
064528,Talisay,Talisay,talisay-064528,064528,27,14.133,122.917
064529,Toboso,Toboso,toboso-064529,064529,9,10.717,123.517
064530,Valladolid,Valladolid,valladolid-064530,064530,16,10.467,122.833
064531,Victorias,Victorias,victorias-064531,064531,26,10.9,123.083
