id,name.local,name.en,name.slug,code.id,children_count.barangay,geo.lat,geo.lon
166801,Barobo,Barobo,barobo-166801,166801,21,8.55,126.2
166802,Bayabas,Bayabas,bayabas-166802,166802,7,8.967,126.267
166803,Bislig,Bislig,bislig-166803,166803,24,8.183,126.35
166804,Cagwait,Cagwait,cagwait-166804,166804,11,8.917,126.3
166805,Cantilan,Cantilan,cantilan-166805,166805,17,9.333,125.983
166806,Carmen,Carmen,carmen-166806,166806,8,9.217,125.967
166807,Carrascal,Carrascal,carrascal-166807,166807,14,9.367,125.933
166808,Cortes,Cortes,cortes-166808,166808,12,9.233,126.167
166809,Hinatuan,Hinatuan,hinatuan-166809,166809,24,8.367,126.333
166810,Lanuza,Lanuza,lanuza-166810,166810,13,9.233,126.067
166811,Lianga,Lianga,lianga-166811,166811,13,8.633,126.1
166812,Lingig,Lingig,lingig-166812,166812,18,8.033,126.417
166813,Madrid,Madrid,madrid-166813,166813,14,9.267,125.967
166814,Marihatag,Marihatag,marihatag-166814,166814,12,8.8,126.3
166815,San Agustin,San Agustin,san-agustin-166815,166815,13,8.733,126.133
166816,San Miguel,San Miguel,san-miguel-166816,166816,18,8.883,126
166817,Tagbina,Tagbina,tagbina-166817,166817,25,8.45,126.167
166818,Tago,Tago,tago-166818,166818,24,8.967,126.15
166819,Tandag,Tandag,tandag-166819,166819,21,9.067,126.183
