id,name.local,name.en,name.slug,code.id,children_count.barangay,geo.lat,geo.lon
112501,Baganga,Baganga,baganga-112501,112501,18,7.567,126.567
112502,Banaybanay,Banaybanay,banaybanay-112502,112502,14,7.1,126.067
112503,Boston,Boston,boston-112503,112503,8,7.867,126.367
112504,Caraga,Caraga,caraga-112504,112504,17,7.333,126.567
112505,Cateel,Cateel,cateel-112505,112505,16,7.783,126.45
112506,Governor Generoso,Governor Generoso,governor-generoso-112506,112506,20,6.65,126.067
112507,Lupon,Lupon,lupon-112507,112507,21,6.9,126
112508,Manay,Manay,manay-112508,112508,17,7.217,126.533
112509,Mati,Mati,mati-112509,112509,26,7.7098,123.2953
112510,San Isidro,San Isidro,san-isidro-112510,112510,16,6.833,126.083
112511,Tarragona,Tarragona,tarragona-112511,112511,10,7.05,126.45
