id,name.local,name.en,name.slug,code.id,children_count.barangay,geo.lat,geo.lon
126501,Bagumbayan,Bagumbayan,bagumbayan-126501,126501,19,6.533,124.567
126502,Columbio,Columbio,columbio-126502,126502,16,6.7,124.933
126503,Esperanza,Esperanza,esperanza-126503,126503,19,6.717,124.517
126504,Isulan,Isulan,isulan-126504,126504,17,6.633,124.6
126505,Kalamansig,Kalamansig,kalamansig-126505,126505,15,6.567,124.05
126508,Lambayong (Mariano Marcos),Lambayong (Mariano Marcos),lambayong-mariano-marcos-126508,126508,26,6.8,124.633
126506,Lebak,Lebak,lebak-126506,126506,27,6.633,124.067
126507,Lutayan,Lutayan,lutayan-126507,126507,11,6.6,124.85
126509,Palimbang,Palimbang,palimbang-126509,126509,40,6.217,124.2
126510,President Quirino,President Quirino,president-quirino-126510,126510,19,6.7,124.733
126512,Sen. Ninoy Aquino,Sen. Ninoy Aquino,sen-ninoy-aquino-126512,126512,20,6.4667,124.3167
126511,Tacurong,Tacurong,tacurong-126511,126511,20,6.683,124.667
