id,name.local,name.en,name.slug,code.id,children_count.barangay,geo.lat,geo.lon
035401,Angeles City,Angeles City,angeles-city-035401,035401,33,14.1701,121.3044
035402,Apalit,Apalit,apalit-035402,035402,12,14.95,120.767
035403,Arayat,Arayat,arayat-035403,035403,30,15.15,120.767
035404,Bacolor,Bacolor,bacolor-035404,035404,21,15,120.65
035405,Candaba,Candaba,candaba-035405,035405,33,15.09333,120.82833
035406,Floridablanca,Floridablanca,floridablanca-035406,035406,33,14.933,120.5
035407,Guagua,Guagua,guagua-035407,035407,31,14.967,120.633
035408,Lubao,Lubao,lubao-035408,035408,44,14.933,120.6
035409,Mabalacat City,Mabalacat City,mabalacat-city-035409,035409,27,15.217,120.583
035410,Macabebe,Macabebe,macabebe-035410,035410,25,14.90806,120.71556
035411,Magalang,Magalang,magalang-035411,035411,27,15.217,120.667
035412,Masantol,Masantol,masantol-035412,035412,26,14.9,120.717
035413,Mexico,Mexico,mexico-035413,035413,43,15.067,120.717
035414,Minalin,Minalin,minalin-035414,035414,15,14.967,120.683
035415,Porac,Porac,porac-035415,035415,29,15.07194,120.54194
035416,San Fernando,San Fernando,san-fernando-035416,035416,35,16.7847,121.7181
035417,San Luis,San Luis,san-luis-035417,035417,17,15.04,120.79194
035418,San Simon,San Simon,san-simon-035418,035418,14,14.99306,120.77694
035419,Santa Ana,Santa Ana,santa-ana-035419,035419,14,15.09389,120.76806
035420,Santa Rita,Santa Rita,santa-rita-035420,035420,10,11.467,124.95
035421,Santo Tomas,Santo Tomas,santo-tomas-035421,035421,7,15.71194,120.58472
035422,Sasmuan (Sexmoan),Sasmuan (Sexmoan),sasmuan-sexmoan-035422,035422,12,14.933,120.617
