id,name.local,name.en,name.slug,code.id,children_count.municipality,children_count.barangay,geo.lat,geo.lon
129800,Cotabato City (Province),Cotabato City (Province),cotabato-city-province-129800,129800,1,37,9.506,123.7835
124700,North Cotabato,North Cotabato,north-cotabato-124700,124700,18,543,8.985,123.9935
128000,Sarangani,Sarangani,sarangani-128000,128000,7,141,7.3873,124.4587
126300,South Cotabato,South Cotabato,south-cotabato-126300,126300,12,225,8.1993,124.0666
126500,Sultan Kudarat,Sultan Kudarat,sultan-kudarat-126500,126500,12,249,7.4525,124.2154
