id,name.local,name.en,name.slug,code.id,children_count.municipality,children_count.barangay,geo.lat,geo.lon
020900,Batanes,Batanes,batanes-020900,020900,6,29,20.4421,121.9103
021500,Cagayan,Cagayan,cagayan-021500,021500,29,820,17.9308,121.6245
023100,Isabela,Isabela,isabela-023100,023100,37,1055,16.8104,121.7823
025000,Nueva Vizcaya,Nueva Vizcaya,nueva-vizcaya-025000,025000,15,275,15.825,121.3542
025700,Quirino,Quirino,quirino-025700,025700,6,132,16.186,121.5279
