id,name.local,name.en,name.slug,code.id,children_count.barangay,geo.lat,geo.lon
156606,Hadji Panglima Tahil (Marunggas),Hadji Panglima Tahil (Marunggas),hadji-panglima-tahil-marunggas-156606,156606,5,6.167,120.917
156601,Indanan,Indanan,indanan-156601,156601,34,6.067,121.783
156602,Jolo,Jolo,jolo-156602,156602,8,6.05,121
156603,Kalingalan Caluang,Kalingalan Caluang,kalingalan-caluang-156603,156603,9,5.883,121.267
156617,Lugus,Lugus,lugus-156617,156617,17,5.7,120.817
156604,Luuk,Luuk,luuk-156604,156604,12,6,121.35
156605,Maimbung,Maimbung,maimbung-156605,156605,27,5.933,121.033
156607,Old Panamao,Old Panamao,old-panamao-156607,156607,31,5.983,121.25
156619,Omar,Omar,omar-156619,156619,8,5.983,121.4
156618,Pandami,Pandami,pandami-156618,156618,16,5.533,120.75
156616,Panglima Estino (New Panamao),Panglima Estino (New Panamao),panglima-estino-new-panamao-156616,156616,12,5.967,121.2
156608,Pangutaran,Pangutaran,pangutaran-156608,156608,16,6.3,120.583
156609,Parang,Parang,parang-156609,156609,40,5.917,120.917
156610,Pata,Pata,pata-156610,156610,14,5.833,121.083
156611,Patikul,Patikul,patikul-156611,156611,30,6.067,121.1
156612,Siasi,Siasi,siasi-156612,156612,50,5.55,120.817
156613,Talipao,Talipao,talipao-156613,156613,52,5.933,121.1
156614,Tapul,Tapul,tapul-156614,156614,15,5.717,120.9
156615,Tongkil,Tongkil,tongkil-156615,156615,14,5.9833,121.05
