id,name.local,name.en,name.slug,code.id,children_count.barangay,geo.lat,geo.lon
118601,Don Marcelino,Don Marcelino,don-marcelino-118601,118601,15,6.267,125.667
118602,Jose Abad Santos (Trinidad),Jose Abad Santos (Trinidad),jose-abad-santos-trinidad-118602,118602,26,10.05,124.35
118603,Malita,Malita,malita-118603,118603,30,6.4,125.6
118604,Santa Maria,Santa Maria,santa-maria-118604,118604,22,12.45,122.1
118605,Sarangani,Sarangani,sarangani-118605,118605,12,5.4,125.467
