id,name.local,name.en,name.slug,code.id,children_count.barangay,geo.lat,geo.lon
103501,Bacolod,Bacolod,bacolod-103501,103501,16,9.0636,125.1847
103502,Baloi,Baloi,baloi-103502,103502,21,8.117,124.217
103503,Baroy,Baroy,baroy-103503,103503,23,8.033,123.783
103504,Iligan City,Iligan City,iligan-city-103504,103504,44,9.3037,123.643
103505,Kapatagan,Kapatagan,kapatagan-103505,103505,33,7.45,124.133
103507,Kauswagan,Kauswagan,kauswagan-103507,103507,13,8.183,124.083
103508,Kolambugan,Kolambugan,kolambugan-103508,103508,26,8.117,123.9
103509,Lala,Lala,lala-103509,103509,27,7.967,123.75
103510,Linamon,Linamon,linamon-103510,103510,8,8.183,124.167
103511,Magsaysay,Magsaysay,magsaysay-103511,103511,24,10.867,121.05
103512,Maigo,Maigo,maigo-103512,103512,13,8.15,123.967
103513,Matungao,Matungao,matungao-103513,103513,12,8.133,124.167
103514,Munai,Munai,munai-103514,103514,26,7.983,124.067
103515,Nunungan,Nunungan,nunungan-103515,103515,25,7.817,123.967
103516,Pantao Ragat,Pantao Ragat,pantao-ragat-103516,103516,20,8.05,124.15
103523,Pantar,Pantar,pantar-103523,103523,21,8.067,124.267
103517,Poona Piagapo,Poona Piagapo,poona-piagapo-103517,103517,26,8.083,124.083
103518,Salvador,Salvador,salvador-103518,103518,25,8.5299,123.6244
103519,Sapad,Sapad,sapad-103519,103519,17,7.85,123.833
103506,Sultan Naga Dimaporo (Karomatan),Sultan Naga Dimaporo (Karomatan),sultan-naga-dimaporo-karomatan-103506,103506,37,7.783,123.75
103520,Tagoloan,Tagoloan,tagoloan-103520,103520,7,8.533,124.75
103521,Tangcal,Tangcal,tangcal-103521,103521,18,8,124
103522,Tubod,Tubod,tubod-103522,103522,24,9.567,125.567
